meter_frame;measured_lux;calculated_lux;delta_lux;error_pct;error_stops;dist_to_fix_m;gamma_fix_deg;meter_tx;meter_ty;meter_tz;meter_qx;meter_qy;meter_qz;meter_qw;calculated_lux_ff;delta_lux_ff;error_pct_ff;error_stops_ff;calculated_lux_revf;delta_lux_revf;error_pct_revf;error_stops_revf
2715;2197.0000;2732.4480;535.4480;24.3718;0.3147;0.9638;28.573;-893.342407;1973.889160;954.230286;0.125620;0.778353;-0.172260;0.590519;1174.7131;-1022.2869;-46.5310;-0.9032;2234.7971;37.7971;1.7204;0.0246
2751;1997.0000;1955.9463;-41.0537;-2.0558;-0.0300;0.9387;33.583;-833.841431;1974.141846;768.195984;0.132586;0.757493;-0.173357;0.615282;1301.0275;-695.9725;-34.8509;-0.6182;1665.1979;-331.8021;-16.6150;-0.2621
2782;2397.0000;3129.8193;732.8193;30.5724;0.3848;1.0460;38.582;-875.163513;1970.373901;550.704956;0.148071;0.731990;-0.159560;0.645605;2615.2688;218.2688;9.1059;0.1257;2434.3940;37.3940;1.5600;0.0223
2818;3397.0000;4764.2729;1367.2729;40.2494;0.4880;1.1838;43.714;-918.689087;1968.634277;340.279694;0.135982;0.703622;-0.153480;0.680345;3456.9609;59.9609;1.7651;0.0252;3687.5305;290.5305;8.5526;0.1184
2828;3397.0000;5155.2222;1758.2222;51.7581;0.6018;1.1981;45.124;-909.217346;1962.592651;299.261475;0.132495;0.695610;-0.144359;0.691182;3954.8623;557.8623;16.4222;0.2194;3915.7544;518.7544;15.2710;0.2050
2858;4797.0000;6679.3926;1882.3926;39.2410;0.4776;1.2369;51.242;-841.616394;1957.301147;160.658539;0.154519;0.681663;-0.152357;0.698747;4869.9238;72.9238;1.5202;0.0218;4991.1606;194.1606;4.0475;0.0572
2894;4997.0000;5989.9336;992.9336;19.8706;0.2615;1.3546;56.971;-810.142029;1940.277100;-36.079262;0.181456;0.638048;-0.134488;0.736126;4894.5835;-102.4165;-2.0496;-0.0299;4413.9966;-583.0034;-11.6671;-0.1790
2933;1197.0000;785.3149;-411.6851;-34.3931;-0.6081;1.4983;62.279;-774.158936;1940.135986;-240.494415;0.157148;0.590687;-0.127365;0.781134;1897.6886;700.6886;58.5371;0.6648;780.0856;-416.9144;-34.8299;-0.6177
2968;67.0000;28.2238;-38.7762;-57.8749;-1.2472;1.5493;66.582;-694.901611;1916.170898;-350.737610;0.144604;0.577900;-0.117663;0.794529;65.0056;-1.9944;-2.9767;-0.0436;52.0886;-14.9114;-22.2559;-0.3632
3004;40.0000;12.5482;-27.4518;-68.6296;-1.6725;1.6758;66.236;-753.315613;1786.402710;-493.033081;0.103848;0.617844;-0.051650;0.777700;33.6046;-6.3954;-15.9885;-0.2513;33.6463;-6.3537;-15.8844;-0.2496
3086;497.0000;850.8820;353.8820;71.2036;0.7757;2.0242;45.211;-1492.736572;1534.192139;-398.264313;0.042737;0.610207;-0.040538;0.790049;199.0524;-297.9476;-59.9492;-1.3201;720.6133;223.6133;44.9926;0.5360
3126;967.0000;1402.2371;435.2371;45.0090;0.5361;2.0901;36.103;-1749.398438;1516.278442;-186.512573;0.035858;0.619268;-0.065190;0.781647;784.2018;-182.7982;-18.9036;-0.3023;1042.9818;75.9818;7.8575;0.1091
3159;997.0000;1312.3651;315.3651;31.6314;0.3965;2.3425;30.280;-2081.745605;1498.320557;-127.396065;0.039301;0.665818;-0.069193;0.741858;1344.7323;347.7323;34.8779;0.4317;1030.9703;33.9703;3.4073;0.0483
3172;997.0000;1279.4066;282.4066;28.3256;0.3598;2.4306;28.428;-2195.522705;1494.686279;-100.274712;0.041519;0.675109;-0.076524;0.732563;1014.3320;17.3320;1.7384;0.0249;982.1261;-14.8739;-1.4919;-0.0217
3195;967.0000;1330.9244;363.9244;37.6344;0.4608;2.5165;24.527;-2343.907715;1477.444092;15.934954;0.035095;0.684324;-0.074849;0.724477;960.7108;-6.2892;-0.6504;-0.0094;957.5753;-9.4247;-0.9746;-0.0141
3225;997.0000;1368.4113;371.4113;37.2529;0.4568;2.5740;19.248;-2479.753662;1485.475098;216.085648;0.040785;0.705672;-0.060107;0.704806;1209.9639;212.9639;21.3605;0.2793;1020.4463;23.4463;2.3517;0.0335
3257;967.0000;1289.4360;322.4360;33.3440;0.4152;2.6556;14.615;-2615.151855;1501.596191;399.580872;0.016390;0.746458;-0.076528;0.660815;1038.9558;71.9558;7.4411;0.1035;934.9432;-32.0568;-3.3151;-0.0486
3375;897.0000;1194.1904;297.1904;33.1316;0.4129;2.6247;6.899;-2625.501953;1508.848999;1378.469482;0.015562;0.781231;-0.049082;0.622115;797.4280;-99.5720;-11.1006;-0.1698;858.9142;-38.0858;-4.2459;-0.0626
3409;837.0000;1151.0442;314.0442;37.5202;0.4596;2.5979;12.837;-2545.977783;1513.388062;1640.587158;0.015892;0.810855;-0.048821;0.582991;1040.1479;203.1479;24.2710;0.3135;845.5955;8.5955;1.0269;0.0147
3439;797.0000;1024.5540;227.5540;28.5513;0.3623;2.5839;17.916;-2465.687744;1512.453613;1857.315918;0.020711;0.811832;-0.048601;0.581496;747.8671;-49.1329;-6.1647;-0.0918;760.6903;-36.3097;-4.5558;-0.0673
3473;637.0000;727.5801;90.5801;14.2198;0.1918;2.6309;24.475;-2393.944092;1518.244263;2150.976074;0.015501;0.837437;-0.056487;0.543386;520.1925;-116.8075;-18.3371;-0.2922;535.1578;-101.8422;-15.9878;-0.2513
3509;337.0000;401.2088;64.2088;19.0530;0.2516;2.6145;30.725;-2239.463379;1494.931885;2394.024414;0.007420;0.865530;-0.066866;0.496319;352.6138;15.6138;4.6332;0.0653;308.6423;-28.3577;-8.4148;-0.1268
3541;147.0000;156.5208;9.5208;6.4768;0.0905;2.5839;35.958;-2079.100586;1506.428955;2571.261963;0.023178;0.871108;-0.075139;0.484755;82.4062;-64.5938;-43.9414;-0.8350;113.4950;-33.5050;-22.7925;-0.3732
3574;32.0000;18.9242;-13.0758;-40.8618;-0.7578;2.6479;41.992;-1949.197388;1517.963623;2822.044678;0.029342;0.891690;-0.082268;0.444139;12.7491;-19.2509;-60.1591;-1.3277;19.3071;-12.6929;-39.6654;-0.7289
3610;6.0000;3.9547;-2.0453;-34.0875;-0.6014;2.6500;47.847;-1762.456543;1718.332764;2996.534424;0.017359;0.874120;-0.125819;0.468810;5.2830;-0.7170;-11.9501;-0.1836;5.9432;-0.0568;-0.9461;-0.0137
3733;11.0000;31.1414;20.1414;183.1032;1.5013;2.4280;40.195;-1866.589844;2096.042969;2489.337402;0.060687;0.810661;-0.232220;0.534060;37.0176;26.0176;236.5235;1.7507;33.6547;22.6547;205.9520;1.6133
3768;97.0000;200.3712;103.3712;106.5682;1.0466;2.4191;34.367;-2014.322266;2088.013428;2272.319824;0.043122;0.816711;-0.233523;0.525918;204.2420;107.2420;110.5587;1.0742;165.4529;68.4529;70.5700;0.7704
3809;367.0000;600.4164;233.4164;63.6012;0.7102;2.3416;27.677;-2099.627197;2083.632324;1953.539551;0.046453;0.808748;-0.204023;0.549675;479.3653;112.3653;30.6173;0.3853;467.7271;100.7271;27.4461;0.3499
3839;637.0000;847.9099;210.9099;33.1099;0.4126;2.3793;23.441;-2212.883057;2069.635010;1787.522217;0.046831;0.797967;-0.206010;0.564460;735.6605;98.6605;15.4883;0.2077;643.6686;6.6686;1.0469;0.0150
3881;797.0000;1069.9480;272.9480;34.2469;0.4249;2.3952;19.361;-2295.171875;2065.381348;1578.382080;0.069304;0.808651;-0.201229;0.548441;807.6586;10.6586;1.3373;0.0192;816.3279;19.3279;2.4251;0.0346
3916;967.0000;1343.8945;376.8945;38.9757;0.4748;2.2835;16.827;-2228.938965;2080.973877;1302.606445;0.066240;0.805839;-0.178137;0.560806;1054.0121;87.0121;8.9981;0.1243;1009.5870;42.5870;4.4040;0.0622
3952;1097.0000;1454.2166;357.2166;32.5630;0.4067;2.3034;15.333;-2270.870605;2074.609375;1061.063232;0.074931;0.783566;-0.191245;0.586374;682.5959;-414.4041;-37.7761;-0.6845;1048.5685;-48.4315;-4.4149;-0.0651
4021;1197.0000;1530.7310;333.7310;27.8806;0.3548;2.3173;20.728;-2231.672607;2109.671387;547.475037;0.079780;0.750401;-0.166787;0.634599;1396.6877;199.6877;16.6824;0.2226;1132.5720;-64.4280;-5.3825;-0.0798
4055;997.0000;1356.2194;359.2194;36.0300;0.4439;2.4178;23.626;-2284.865723;2090.616943;318.522888;0.073264;0.747221;-0.160439;0.640744;1276.6945;279.6945;28.0536;0.3567;996.0569;-0.9431;-0.0946;-0.0014
4088;897.0000;1105.6561;208.6561;23.2616;0.3017;2.4886;27.513;-2282.984863;2096.749756;97.781937;0.068220;0.725351;-0.184730;0.659611;913.8348;16.8348;1.8768;0.0268;840.3746;-56.6254;-6.3128;-0.0941
4121;697.0000;784.7161;87.7161;12.5848;0.1710;2.5068;32.502;-2195.630859;2077.782959;-145.359802;0.071124;0.722578;-0.175116;0.664949;575.7661;-121.2339;-17.3937;-0.2757;630.9042;-66.0958;-9.4829;-0.1437
4153;417.0000;492.4841;75.4841;18.1017;0.2400;2.5837;35.564;-2186.925293;2046.507324;-331.515930;0.069759;0.722124;-0.197500;0.659290;564.9517;147.9517;35.4800;0.4381;436.6522;19.6522;4.7127;0.0664
4190;167.0000;172.5054;5.5054;3.2966;0.0468;2.6489;39.754;-2128.316650;2088.366699;-523.463135;0.096483;0.756776;-0.200443;0.614658;182.5575;15.5575;9.3158;0.1285;157.9841;-9.0159;-5.3988;-0.0801
4228;57.0000;99.9088;42.9088;75.2786;0.8096;2.6214;42.665;-2016.790771;1920.915894;-668.569641;0.027574;0.791755;-0.156103;0.589911;263.6863;206.6863;362.6076;2.2098;98.3145;41.3145;72.4816;0.7864
4261;117.0000;180.3230;63.3230;54.1223;0.6241;2.7457;40.493;-2164.102051;1531.695435;-726.387939;0.047419;0.779883;-0.126055;0.611265;148.2731;31.2731;26.7292;0.3417;163.2844;46.2844;39.5594;0.4809
4296;127.0000;199.5176;72.5176;57.1005;0.6517;2.8670;39.090;-2295.357422;1358.135864;-745.596436;0.052446;0.825942;0.007964;0.561254;95.6649;-31.3351;-24.6733;-0.4088;170.3168;43.3168;34.1078;0.4234
4332;157.0000;259.9483;102.9483;65.5722;0.7275;2.9031;38.822;-2320.188721;1069.691406;-716.964661;0.214801;0.755140;0.279355;0.552798;382.0992;225.0992;143.3753;1.2832;227.3922;70.3922;44.8358;0.5344
4370;227.0000;350.6150;123.6150;54.4560;0.6272;2.9587;36.753;-2414.169189;780.024780;-572.112244;0.327875;0.723269;0.380328;0.474058;354.1824;127.1824;56.0275;0.6418;277.8391;50.8391;22.3961;0.2916
