Format Version,1.23,Take Name,Illuminance Optitrack_solved,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-09 03.20.26.743,Capture Start Frame,1623671,Total Frames in Take,16332,Total Exported Frames,16332,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser
,ID,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
4756,39.633000,0.006147,-0.944037,-0.244458,0.221354,139.455124,1962.933753,-782.138212
4757,39.642000,0.005965,-0.943364,-0.245580,0.222978,136.639265,1963.130497,-781.543665
4758,39.650000,0.006643,-0.942177,-0.245923,0.227555,133.844297,1963.213020,-780.402948
4759,39.658000,0.008198,-0.941345,-0.245164,0.231725,130.758462,1963.145639,-779.550117
4760,39.667000,0.009840,-0.940808,-0.245329,0.233662,127.575723,1963.088157,-778.973354
4761,39.675000,0.010694,-0.939833,-0.245965,0.236857,124.730684,1962.986662,-778.121981
4762,39.683000,0.012106,-0.939014,-0.246147,0.239829,121.878556,1962.817560,-777.250818
4763,39.692000,0.012908,-0.938173,-0.246040,0.243165,119.188797,1962.672572,-776.407709
4764,39.700000,0.013327,-0.937496,-0.245439,0.246341,116.533902,1962.561827,-775.743969
4765,39.708000,0.013873,-0.937012,-0.244474,0.249093,113.922396,1962.506910,-775.178803
4766,39.717000,0.014196,-0.936681,-0.243416,0.251350,111.342990,1962.527484,-774.691465
4767,39.725000,0.014707,-0.936339,-0.242335,0.253628,108.707689,1962.493125,-774.308603
4768,39.733000,0.015493,-0.935941,-0.241687,0.255660,106.077343,1962.425206,-773.837654
4769,39.742000,0.016473,-0.935526,-0.240768,0.257976,103.418609,1962.254744,-773.347088
4770,39.750000,0.016486,-0.935284,-0.239794,0.259754,100.927113,1962.225089,-772.911636
4771,39.758000,0.017408,-0.935241,-0.238255,0.261258,98.332345,1962.114274,-772.627476
4772,39.767000,0.019082,-0.934967,-0.236936,0.263315,95.667962,1961.800823,-772.196082
4773,39.775000,0.020413,-0.934934,-0.236065,0.264113,93.024634,1961.571240,-771.899844
4774,39.783000,0.021325,-0.934504,-0.235073,0.266437,90.614647,1961.259342,-771.352736
4775,39.792000,0.021892,-0.934244,-0.233827,0.268392,88.226900,1961.047432,-770.889841
4776,39.800000,0.022437,-0.934206,-0.232801,0.269368,85.818935,1960.913754,-770.502130
4777,39.808000,0.023523,-0.934109,-0.231835,0.270444,83.321474,1960.687198,-770.090827
4778,39.817000,0.024686,-0.933898,-0.231363,0.271469,80.790527,1960.393143,-769.579200
4779,39.825000,0.025738,-0.933770,-0.231018,0.272106,78.330671,1960.161213,-769.168306
4780,39.833000,0.026673,-0.933845,-0.230087,0.272549,75.840055,1959.996568,-768.852832
4781,39.842000,0.027269,-0.933784,-0.229346,0.273321,73.396265,1959.850995,-768.446491
4782,39.850000,0.028506,-0.933499,-0.229098,0.274374,70.922214,1959.485141,-767.918500
4783,39.858000,0.028965,-0.933238,-0.228545,0.275672,68.578091,1959.358409,-767.460087
4784,39.867000,0.029270,-0.933129,-0.228387,0.276138,66.308838,1959.236346,-767.067758
4785,39.875000,0.029702,-0.933201,-0.227932,0.276227,64.098822,1959.097691,-766.790632
4786,39.883000,0.030142,-0.933288,-0.227742,0.276041,61.813987,1958.919986,-766.437703
4787,39.892000,0.030677,-0.933318,-0.227324,0.276224,59.554341,1958.675110,-766.115968
4788,39.900000,0.031206,-0.933485,-0.226973,0.275889,57.237165,1958.477986,-765.840705
4789,39.908000,0.031925,-0.933557,-0.226680,0.275805,54.999087,1958.280270,-765.561297
4790,39.917000,0.032292,-0.933733,-0.226394,0.275403,52.771914,1958.161223,-765.311943
4791,39.925000,0.032666,-0.934140,-0.226563,0.273835,50.498939,1958.106263,-765.258106
4792,39.933000,0.033702,-0.934250,-0.226133,0.273689,48.172119,1957.814918,-764.973884
4793,39.942000,0.034816,-0.934481,-0.225346,0.273410,45.848802,1957.518677,-764.767882
4794,39.950000,0.035634,-0.934796,-0.224782,0.272689,43.526451,1957.304242,-764.618130
4795,39.958000,0.036544,-0.935261,-0.224438,0.271254,41.208498,1957.178610,-764.633808
4796,39.967000,0.037015,-0.935967,-0.223861,0.269225,38.888888,1957.173813,-764.762186
4797,39.975000,0.038083,-0.936572,-0.223418,0.267334,36.499456,1957.002214,-764.858841
4798,39.983000,0.038955,-0.937267,-0.222907,0.265188,34.130086,1956.903381,-765.087016
4799,39.992000,0.039767,-0.937765,-0.223265,0.262998,31.847599,1956.882858,-765.252028
4800,40.000000,0.040534,-0.938236,-0.223265,0.261194,29.520007,1956.852251,-765.373686
4801,40.008000,0.042617,-0.938623,-0.223290,0.259446,27.009103,1956.557634,-765.500291
4802,40.017000,0.043447,-0.939222,-0.223156,0.257245,24.603911,1956.579954,-765.798401
4803,40.025000,0.044901,-0.939472,-0.223005,0.256214,22.255988,1956.432057,-765.901495
4804,40.033000,0.045441,-0.939672,-0.223366,0.255067,20.075718,1956.441935,-766.026370
4805,40.042000,0.047199,-0.939944,-0.224109,0.253088,17.661047,1956.197611,-766.181054
4806,40.050000,0.048259,-0.940326,-0.224277,0.251312,15.287209,1956.060107,-766.544054
4807,40.058000,0.048550,-0.940963,-0.223641,0.249432,12.985977,1956.066937,-767.083404
4808,40.067000,0.049629,-0.941460,-0.223598,0.247376,10.654130,1956.052090,-767.648767
4809,40.075000,0.050723,-0.941830,-0.223330,0.245983,8.272310,1955.906721,-768.124042
4810,40.083000,0.051607,-0.942290,-0.223861,0.243543,5.945861,1955.820376,-768.823712
4811,40.092000,0.053133,-0.942424,-0.224150,0.242425,3.580568,1955.540197,-769.359362
4812,40.100000,0.053969,-0.942694,-0.223894,0.241427,1.257155,1955.394771,-770.081985
4813,40.108000,0.054291,-0.943008,-0.223585,0.240411,-0.974727,1955.221172,-770.775908
4814,40.117000,0.054810,-0.943355,-0.222823,0.239639,-3.149252,1954.860834,-771.630577
4815,40.125000,0.055386,-0.943685,-0.222368,0.238627,-5.412294,1954.529203,-772.508402
4816,40.133000,0.055295,-0.944017,-0.221256,0.238368,-7.445526,1954.346738,-773.403321
4817,40.142000,0.055281,-0.944209,-0.221179,0.237683,-9.512685,1954.194034,-774.494158
4818,40.150000,0.055555,-0.944391,-0.220586,0.237448,-11.709878,1953.993736,-775.575049
4819,40.158000,0.055837,-0.944559,-0.220523,0.236769,-13.786145,1953.695842,-776.576132
4820,40.167000,0.055769,-0.944650,-0.219972,0.236937,-15.922019,1953.462546,-777.661704
4821,40.175000,0.056175,-0.944809,-0.218715,0.237368,-18.155263,1953.126369,-778.861352
4822,40.183000,0.056365,-0.944887,-0.218219,0.237469,-20.278365,1952.825701,-779.920105
4823,40.192000,0.057384,-0.945018,-0.217532,0.237337,-22.610559,1952.355064,-781.280318
4824,40.200000,0.058644,-0.944966,-0.216976,0.237742,-25.007426,1951.788246,-782.463212
4825,40.208000,0.059042,-0.944857,-0.216404,0.238597,-27.382304,1951.447785,-783.694057
4826,40.217000,0.059244,-0.944758,-0.215987,0.239318,-29.608667,1951.091505,-784.959359
4827,40.225000,0.059404,-0.944671,-0.215499,0.240059,-31.783432,1950.762706,-786.172695
4828,40.233000,0.060023,-0.944260,-0.215207,0.241776,-34.079468,1950.295496,-787.218932
4829,40.242000,0.060852,-0.944120,-0.215074,0.242233,-36.467991,1949.880978,-788.582781
4830,40.250000,0.060522,-0.944262,-0.215025,0.241808,-38.585726,1949.691809,-790.167111
4831,40.258000,0.061106,-0.944351,-0.214595,0.241695,-40.861107,1949.318117,-791.765650
4832,40.267000,0.061364,-0.944258,-0.214499,0.242079,-43.097377,1948.854399,-793.129146
4833,40.275000,0.061103,-0.944129,-0.213143,0.243837,-45.201699,1948.422952,-794.405625
4834,40.283000,0.060821,-0.943846,-0.213631,0.244577,-47.326516,1948.161891,-795.847334
4835,40.292000,0.060465,-0.944082,-0.213218,0.244115,-49.424106,1947.908044,-797.691702
4836,40.300000,0.060080,-0.944103,-0.213121,0.244210,-51.588181,1947.624953,-799.421417
4837,40.308000,0.059830,-0.944133,-0.212544,0.244661,-53.726601,1947.237440,-800.987836
4838,40.317000,0.060458,-0.944464,-0.211758,0.243909,-56.078192,1946.828229,-802.892531
4839,40.325000,0.061085,-0.944421,-0.211214,0.244390,-58.327036,1946.281017,-804.533970
4840,40.333000,0.061390,-0.944460,-0.210631,0.244664,-60.613610,1945.852023,-806.433740
4841,40.342000,0.062556,-0.944382,-0.209980,0.245232,-62.979369,1945.197663,-808.083923
4842,40.350000,0.063717,-0.944650,-0.209162,0.244597,-65.320191,1944.601393,-810.012135
4843,40.358000,0.063357,-0.944692,-0.207061,0.246308,-67.368259,1944.189742,-811.754760
4844,40.367000,0.063908,-0.945213,-0.206235,0.244856,-69.657307,1943.712287,-814.018786
4845,40.375000,0.064449,-0.945776,-0.205540,0.243121,-71.887387,1943.123074,-816.245355
4846,40.383000,0.064289,-0.945982,-0.204933,0.242874,-73.900758,1942.554016,-818.248208
4847,40.392000,0.063899,-0.946072,-0.203791,0.243587,-76.014802,1942.093238,-820.234207
4848,40.400000,0.063370,-0.946172,-0.203109,0.243904,-78.073495,1941.580777,-822.197609
4849,40.408000,0.062997,-0.946213,-0.202637,0.244235,-80.333555,1941.025336,-824.311562
4850,40.417000,0.062112,-0.945975,-0.202165,0.245768,-82.524838,1940.618740,-826.304091
4851,40.425000,0.060914,-0.945736,-0.202026,0.247100,-84.567282,1940.186145,-828.088480
4852,40.433000,0.059887,-0.945043,-0.201233,0.250624,-86.818361,1939.586806,-829.794705
4853,40.442000,0.058407,-0.944494,-0.202047,0.252383,-88.922863,1939.163824,-831.628738
4854,40.450000,0.057493,-0.943949,-0.203400,0.253543,-91.072380,1938.786518,-833.512302
4855,40.458000,0.055534,-0.943477,-0.203963,0.255276,-93.137002,1938.601733,-835.467452
4856,40.467000,0.053195,-0.942631,-0.203330,0.259373,-95.066774,1938.446883,-836.922077
4857,40.475000,0.051315,-0.942218,-0.204300,0.260488,-97.068881,1938.270192,-838.918619
4858,40.483000,0.050758,-0.941881,-0.205431,0.260925,-99.350090,1937.953017,-841.012950
4859,40.492000,0.050671,-0.941384,-0.206131,0.262182,-101.564700,1937.594099,-842.935744
4860,40.500000,0.048001,-0.940887,-0.206243,0.264369,-103.384369,1937.786188,-844.895277
4861,40.508000,0.046649,-0.940422,-0.205533,0.266808,-105.287369,1937.584405,-846.720829
4862,40.517000,0.045452,-0.940214,-0.205945,0.267429,-107.299632,1937.336843,-848.906959
4863,40.525000,0.045011,-0.940084,-0.207563,0.266710,-109.447535,1937.135744,-851.142884
4864,40.533000,0.044444,-0.940228,-0.208560,0.265517,-111.443292,1937.015157,-853.458534
4865,40.542000,0.044323,-0.940211,-0.208690,0.265495,-113.569612,1936.679794,-855.726593
4866,40.550000,0.043512,-0.940015,-0.208550,0.266432,-115.346319,1936.523433,-857.660705
4867,40.558000,0.043416,-0.940166,-0.208379,0.266047,-117.474846,1936.289040,-859.961644
4868,40.567000,0.043274,-0.940387,-0.208925,0.264859,-119.626445,1936.111355,-862.283472
4869,40.575000,0.042872,-0.940782,-0.208966,0.263484,-121.730594,1936.093796,-864.782821
4870,40.583000,0.044318,-0.940570,-0.209307,0.263732,-124.069910,1935.723787,-866.839138
4871,40.592000,0.044164,-0.940814,-0.210571,0.261876,-126.321174,1935.805533,-869.273679
4872,40.600000,0.044286,-0.940923,-0.211246,0.260917,-128.419067,1935.816494,-871.548788
4873,40.608000,0.044520,-0.940732,-0.211537,0.261329,-130.547469,1935.749627,-873.624007
4874,40.617000,0.043202,-0.940868,-0.211150,0.261376,-132.662146,1936.064992,-875.816056
4875,40.625000,0.043103,-0.940717,-0.211420,0.261716,-134.905587,1936.090361,-877.786863
4876,40.633000,0.042530,-0.940675,-0.211605,0.261809,-137.123026,1936.263053,-879.880451
4877,40.642000,0.042407,-0.940410,-0.211411,0.262939,-139.436728,1936.006271,-881.716456
4878,40.650000,0.041225,-0.940561,-0.211616,0.262421,-141.542012,1936.225439,-883.933489
4879,40.658000,0.041319,-0.940312,-0.211656,0.263264,-143.853361,1936.157080,-885.815473
4880,40.667000,0.041885,-0.940086,-0.212415,0.263370,-146.221898,1936.003856,-887.706752
4881,40.675000,0.040718,-0.940104,-0.213472,0.262632,-148.532313,1936.191640,-889.848414
4882,40.683000,0.040301,-0.939967,-0.214135,0.262648,-150.779331,1936.197354,-891.745323
4883,40.692000,0.038333,-0.940150,-0.214249,0.262193,-152.922379,1936.539747,-893.840879
4884,40.700000,0.038610,-0.939847,-0.214405,0.263112,-155.359881,1936.225589,-895.564097
4885,40.708000,0.037873,-0.939762,-0.213706,0.264090,-157.657245,1936.123906,-897.491394
4886,40.717000,0.037074,-0.939460,-0.214494,0.264638,-159.926858,1936.081862,-899.264023
4887,40.725000,0.036223,-0.939610,-0.213950,0.264661,-162.250343,1936.146707,-901.209889
4888,40.733000,0.035810,-0.939370,-0.215461,0.264344,-164.674257,1936.101469,-902.950190
4889,40.742000,0.033504,-0.939549,-0.215758,0.263767,-166.870060,1936.376464,-904.859147
4890,40.750000,0.032202,-0.939635,-0.215498,0.263837,-169.251159,1936.531788,-906.703094
4891,40.758000,0.031607,-0.939747,-0.214538,0.264290,-171.882595,1936.484566,-908.431614
4892,40.767000,0.031393,-0.939906,-0.214544,0.263745,-174.658711,1936.486846,-910.228462
4893,40.775000,0.031362,-0.939482,-0.215032,0.264860,-177.349951,1936.377570,-911.676190
4894,40.783000,0.031693,-0.938893,-0.216274,0.265896,-180.160601,1936.222738,-912.976110
4895,40.792000,0.030049,-0.938950,-0.216708,0.265532,-182.801977,1936.456847,-914.754308
4896,40.800000,0.028852,-0.939089,-0.216397,0.265429,-185.500438,1936.596640,-916.306913
4897,40.808000,0.028802,-0.939015,-0.215650,0.266300,-188.557710,1936.511645,-917.815887
4898,40.817000,0.029507,-0.939033,-0.215245,0.266487,-191.694374,1936.297995,-919.381061
4899,40.825000,0.030538,-0.938965,-0.214842,0.266936,-194.882700,1936.048463,-920.962632
4900,40.833000,0.030654,-0.938912,-0.215802,0.266333,-198.061052,1935.960401,-922.480542
4901,40.842000,0.031015,-0.939048,-0.215647,0.265939,-201.366724,1935.832028,-924.089937
4902,40.850000,0.031784,-0.939117,-0.215167,0.265992,-204.859878,1935.436418,-925.814798
4903,40.858000,0.032089,-0.939226,-0.214230,0.266328,-208.281299,1935.245027,-927.567123
4904,40.867000,0.032533,-0.939235,-0.213452,0.266864,-211.721265,1935.124854,-929.058778
4905,40.875000,0.032554,-0.939483,-0.213755,0.265744,-215.252871,1935.292624,-930.818941
4906,40.883000,0.033470,-0.939293,-0.213121,0.266809,-218.865325,1935.170826,-932.123615
4907,40.892000,0.034600,-0.939060,-0.211623,0.268674,-222.699002,1934.910175,-933.513410
4908,40.900000,0.035892,-0.938924,-0.210363,0.269966,-226.496203,1934.650056,-934.911249
4909,40.908000,0.037835,-0.938693,-0.209941,0.270830,-230.452027,1934.332169,-936.315701
4910,40.917000,0.038301,-0.938591,-0.210073,0.271015,-234.285879,1934.314296,-937.760737
4911,40.925000,0.038746,-0.938271,-0.208939,0.272928,-238.106792,1934.274403,-938.911488
4912,40.933000,0.039854,-0.938067,-0.207509,0.274559,-242.071911,1933.974288,-940.211492
4913,40.942000,0.040979,-0.938083,-0.207580,0.274285,-246.259063,1933.803800,-941.788766
4914,40.950000,0.041690,-0.937431,-0.207288,0.276615,-250.259565,1933.586211,-942.698445
4915,40.958000,0.042470,-0.936854,-0.206737,0.278855,-254.293346,1933.391432,-943.624069
4916,40.967000,0.042452,-0.936425,-0.206170,0.280713,-258.366519,1933.325172,-944.675359
4917,40.975000,0.042269,-0.936066,-0.204932,0.282836,-262.488110,1933.103418,-945.885260
4918,40.983000,0.042782,-0.935326,-0.203949,0.285903,-266.567936,1932.665130,-946.671775
4919,40.992000,0.043754,-0.934817,-0.203157,0.287977,-270.873225,1932.301692,-947.569961
4920,41.000000,0.044934,-0.933990,-0.202301,0.291063,-275.130015,1931.657496,-948.444131
4921,41.008000,0.046183,-0.933194,-0.201439,0.294004,-279.530383,1930.940090,-949.287868
4922,41.017000,0.046436,-0.932456,-0.200871,0.296683,-283.965023,1930.450743,-950.067011
4923,41.025000,0.047235,-0.931439,-0.199918,0.300372,-288.283657,1929.790298,-950.682292
4924,41.033000,0.048207,-0.930934,-0.198491,0.302720,-292.722524,1929.093939,-951.605986
4925,41.042000,0.048608,-0.930829,-0.197130,0.303865,-297.206383,1928.597905,-952.642503
4926,41.050000,0.049672,-0.930487,-0.195456,0.305818,-301.821146,1927.901119,-953.636351
4927,41.058000,0.050449,-0.930211,-0.193818,0.307567,-306.359799,1927.198701,-954.575538
4928,41.067000,0.051518,-0.929939,-0.192201,0.309222,-310.876130,1926.447410,-955.600714
4929,41.075000,0.052681,-0.929866,-0.190088,0.310548,-315.518620,1925.558225,-956.634360
4930,41.083000,0.053060,-0.929907,-0.188956,0.311052,-320.220314,1924.882482,-957.629401
4931,41.092000,0.053373,-0.929770,-0.186787,0.312715,-324.723055,1924.180915,-958.542201
4932,41.100000,0.053926,-0.929700,-0.185080,0.313839,-329.324099,1923.365428,-959.474854
4933,41.108000,0.053786,-0.929662,-0.183870,0.314688,-333.761160,1922.610777,-960.404147
4934,41.117000,0.054204,-0.929816,-0.182394,0.315019,-338.366362,1921.732493,-961.352860
4935,41.125000,0.054549,-0.929597,-0.180427,0.316734,-342.843755,1920.912328,-962.090889
4936,41.133000,0.054389,-0.929677,-0.179152,0.317250,-347.466511,1920.241640,-962.939682
4937,41.142000,0.055117,-0.929951,-0.177416,0.317295,-352.188978,1919.424794,-963.819553
4938,41.150000,0.054952,-0.929725,-0.175977,0.318784,-356.605127,1918.706603,-964.388904
4939,41.158000,0.055039,-0.929683,-0.174862,0.319507,-361.256449,1917.938568,-965.024053
4940,41.167000,0.054857,-0.929679,-0.173860,0.320094,-365.806105,1917.234377,-965.584990
4941,41.175000,0.055185,-0.929613,-0.172725,0.320844,-370.541196,1916.522628,-966.158583
4942,41.183000,0.055537,-0.929595,-0.172285,0.321071,-375.435637,1915.835240,-966.661239
4943,41.192000,0.056036,-0.929556,-0.171881,0.321314,-380.244386,1915.198347,-967.189796
4944,41.200000,0.056901,-0.929194,-0.171318,0.322507,-385.144686,1914.489393,-967.406322
4945,41.208000,0.057512,-0.929280,-0.170795,0.322430,-390.244039,1913.989969,-967.941121
4946,41.217000,0.057341,-0.929526,-0.170634,0.321833,-395.179749,1913.612336,-968.430779
4947,41.225000,0.058003,-0.929316,-0.170138,0.322583,-400.047456,1912.880802,-968.718787
4948,41.233000,0.058273,-0.928909,-0.169580,0.324000,-405.015919,1912.215967,-968.728740
4949,41.242000,0.058067,-0.928927,-0.168761,0.324411,-410.021270,1911.686422,-968.968276
4950,41.250000,0.058821,-0.928716,-0.168570,0.324978,-414.908763,1910.788804,-969.016848
4951,41.258000,0.057770,-0.928812,-0.168253,0.325056,-419.688443,1910.330962,-969.177869
4952,41.267000,0.057426,-0.929087,-0.167926,0.324501,-424.788306,1909.684659,-969.408665
4953,41.275000,0.056778,-0.929458,-0.167749,0.323642,-429.784671,1909.230833,-969.633534
4954,41.283000,0.056713,-0.929205,-0.167000,0.324766,-434.678377,1908.505539,-969.580301
4955,41.292000,0.056855,-0.929423,-0.167472,0.323872,-439.898951,1907.787141,-969.655042
4956,41.300000,0.057148,-0.929054,-0.166795,0.325228,-445.049406,1907.067603,-969.407802
4957,41.308000,0.056969,-0.929395,-0.166139,0.324619,-450.237313,1906.627588,-969.593101
4958,41.317000,0.056287,-0.929340,-0.165869,0.325033,-455.254217,1906.168408,-969.572904
4959,41.325000,0.056555,-0.928679,-0.165344,0.327136,-460.260001,1905.454840,-969.195215
4960,41.333000,0.056954,-0.928427,-0.164857,0.328026,-465.424655,1904.642775,-968.915505
4961,41.342000,0.057160,-0.928537,-0.164201,0.328010,-470.712605,1903.986064,-968.856301
4962,41.350000,0.057074,-0.928209,-0.163251,0.329424,-475.791991,1903.412492,-968.540509
4963,41.358000,0.057687,-0.928234,-0.163066,0.329336,-481.016708,1902.612035,-968.415575
4964,41.367000,0.057472,-0.928077,-0.163056,0.329824,-485.997225,1901.985833,-968.075694
4965,41.375000,0.056435,-0.928294,-0.162322,0.329754,-490.979241,1901.629569,-967.898732
4966,41.383000,0.055937,-0.928433,-0.162333,0.329441,-496.075581,1901.217167,-967.730083
4967,41.392000,0.055094,-0.927897,-0.162107,0.331200,-500.751513,1900.786267,-967.248000
4968,41.400000,0.053933,-0.928066,-0.161533,0.331196,-505.613139,1900.567686,-967.025503
4969,41.408000,0.052222,-0.928277,-0.161601,0.330847,-510.446488,1900.495350,-966.851205
4970,41.417000,0.051781,-0.927960,-0.161306,0.331948,-515.360917,1900.150448,-966.337465
4971,41.425000,0.050576,-0.927722,-0.161072,0.332911,-520.130294,1900.017483,-965.934895
4972,41.433000,0.049408,-0.927374,-0.160831,0.334170,-524.906509,1899.851799,-965.450039
4973,41.442000,0.048117,-0.927545,-0.160530,0.334029,-529.862208,1899.833408,-965.157979
4974,41.450000,0.046654,-0.927202,-0.160606,0.335151,-534.599381,1899.813390,-964.664729
4975,41.458000,0.045721,-0.926751,-0.159725,0.336942,-539.482941,1899.608913,-964.053724
4976,41.467000,0.044805,-0.926777,-0.159216,0.337233,-544.517052,1899.520502,-963.677466
4977,41.475000,0.043776,-0.926504,-0.158504,0.338454,-549.438265,1899.548438,-963.175125
4978,41.483000,0.042605,-0.926386,-0.157691,0.339304,-554.310707,1899.664346,-962.706201
4979,41.492000,0.042310,-0.926437,-0.157506,0.339289,-559.527697,1899.659139,-962.265646
4980,41.500000,0.042293,-0.926331,-0.156852,0.339882,-564.830671,1899.666133,-961.739030
4981,41.508000,0.041918,-0.926284,-0.156569,0.340187,-569.952617,1899.818004,-961.264583
4982,41.517000,0.041692,-0.926311,-0.156795,0.340037,-575.216021,1899.997757,-960.734152
4983,41.525000,0.041753,-0.925833,-0.155830,0.341769,-580.471505,1899.995343,-959.988763
4984,41.533000,0.042385,-0.925768,-0.155213,0.342150,-585.866514,1899.897922,-959.335855
4985,41.542000,0.042156,-0.925812,-0.155408,0.341971,-591.226694,1900.025941,-958.746844
4986,41.550000,0.041781,-0.925371,-0.155180,0.343309,-596.316584,1900.064088,-957.934560
4987,41.558000,0.041718,-0.925321,-0.155160,0.343462,-601.571180,1900.111289,-957.239703
4988,41.567000,0.041410,-0.925497,-0.155787,0.342740,-606.815119,1900.222197,-956.595823
4989,41.575000,0.041757,-0.925084,-0.155100,0.344121,-611.996389,1900.083832,-955.682439
4990,41.583000,0.041680,-0.924738,-0.155125,0.345048,-616.973691,1900.003557,-954.763341
4991,41.592000,0.040967,-0.924818,-0.155566,0.344722,-621.985764,1900.112537,-954.026520
4992,41.600000,0.040827,-0.925055,-0.155354,0.344198,-627.120006,1900.090873,-953.337691
4993,41.608000,0.040952,-0.924965,-0.155410,0.344399,-632.064841,1899.979054,-952.460909
4994,41.617000,0.040271,-0.925124,-0.156188,0.343698,-636.970895,1900.054198,-951.721925
4995,41.625000,0.039875,-0.924886,-0.155940,0.344497,-641.871680,1899.997310,-950.806721
4996,41.633000,0.040039,-0.924897,-0.155742,0.344538,-646.792331,1899.910253,-949.945509
4997,41.642000,0.039853,-0.925047,-0.156013,0.344034,-651.732229,1899.874248,-949.169388
4998,41.650000,0.039744,-0.925166,-0.156294,0.343600,-656.666444,1899.864742,-948.353550
4999,41.658000,0.039632,-0.925099,-0.156863,0.343535,-661.456620,1899.852251,-947.404163
5000,41.667000,0.040013,-0.925148,-0.157930,0.342868,-666.298007,1899.782310,-946.428239
5001,41.675000,0.039643,-0.924981,-0.157715,0.343460,-670.961444,1899.880302,-945.489360
5002,41.683000,0.039921,-0.924926,-0.157701,0.343582,-675.775389,1899.871952,-944.604954
5003,41.692000,0.040096,-0.924825,-0.157881,0.343750,-680.507130,1899.880509,-943.680152
5004,41.700000,0.040160,-0.924861,-0.158307,0.343449,-685.136240,1899.900072,-942.785585
5005,41.708000,0.040260,-0.924693,-0.159163,0.343495,-689.785505,1899.908964,-941.780582
5006,41.717000,0.039865,-0.924688,-0.160383,0.342987,-694.296823,1900.050043,-940.939495
5007,41.725000,0.039310,-0.924283,-0.160702,0.343991,-698.698665,1900.062034,-939.855424
5008,41.733000,0.039257,-0.924202,-0.161107,0.344025,-703.119105,1900.096864,-938.981203
5009,41.742000,0.039565,-0.924071,-0.161499,0.344159,-707.673735,1900.049736,-938.077353
5010,41.750000,0.039410,-0.924114,-0.162157,0.343752,-712.106134,1900.120398,-937.330769
5011,41.758000,0.038855,-0.924258,-0.162902,0.343075,-716.429359,1900.240282,-936.639489
5012,41.767000,0.038435,-0.923933,-0.162620,0.344130,-720.614528,1900.245614,-935.780592
5013,41.775000,0.038299,-0.923708,-0.162776,0.344675,-724.889804,1900.149654,-935.000316
5014,41.783000,0.037930,-0.923523,-0.162929,0.345138,-729.038658,1900.107771,-934.265154
5015,41.792000,0.036936,-0.923432,-0.163284,0.345322,-733.186434,1900.168673,-933.607788
5016,41.800000,0.037016,-0.923200,-0.163245,0.345953,-737.447922,1900.063407,-932.890239
5017,41.808000,0.036446,-0.923027,-0.163549,0.346332,-741.587503,1900.044620,-932.260502
5018,41.817000,0.036265,-0.923056,-0.163790,0.346158,-745.865790,1899.933429,-931.784675
5019,41.825000,0.035623,-0.922894,-0.163886,0.346610,-749.982451,1899.896149,-931.185074
5020,41.833000,0.035521,-0.922763,-0.164060,0.346887,-754.188335,1899.924976,-930.673624
5021,41.842000,0.035175,-0.922429,-0.163851,0.347909,-758.333007,1899.919513,-930.010471
5022,41.850000,0.035275,-0.922074,-0.163824,0.348850,-762.515101,1899.730381,-929.420488
5023,41.858000,0.035698,-0.921744,-0.164192,0.349506,-766.735813,1899.528212,-928.837403
5024,41.867000,0.034939,-0.921752,-0.164686,0.349330,-770.800208,1899.530982,-928.453834
5025,41.875000,0.034731,-0.921521,-0.164796,0.349908,-774.877037,1899.468336,-927.929854
5026,41.883000,0.034111,-0.921462,-0.164935,0.350057,-778.960924,1899.494699,-927.558272
5027,41.892000,0.034052,-0.921357,-0.165546,0.350053,-783.246831,1899.326833,-927.246652
5028,41.900000,0.034452,-0.921154,-0.166138,0.350266,-787.484235,1899.100345,-926.888892
5029,41.908000,0.034033,-0.921085,-0.166033,0.350538,-791.553597,1899.075524,-926.622618
5030,41.917000,0.033491,-0.920846,-0.166710,0.350897,-795.610808,1899.079353,-926.314075
5031,41.925000,0.032995,-0.920976,-0.167434,0.350257,-799.710873,1899.022968,-926.300041
5032,41.933000,0.033453,-0.920535,-0.166730,0.351705,-803.976661,1898.693758,-925.962545
5033,41.942000,0.032736,-0.920642,-0.167073,0.351331,-807.989374,1898.686081,-925.961656
5034,41.950000,0.032161,-0.920353,-0.168041,0.351681,-812.014695,1898.567807,-925.789562
5035,41.958000,0.031530,-0.919882,-0.167894,0.353037,-816.116232,1898.373217,-925.581935
5036,41.967000,0.030989,-0.919762,-0.168603,0.353058,-820.204036,1898.269958,-925.640518
5037,41.975000,0.030617,-0.919396,-0.169143,0.353786,-824.249085,1898.060007,-925.516198
