Format Version,1.23,Take Name,1 Lampe schwarzer Raum 60 styro_solved,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-09 04.28.53.531,Capture Start Frame,2116479,Total Frames in Take,17915,Total Exported Frames,17915,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser
,ID,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
10221,85.175000,-0.146694,0.677141,-0.339954,0.635919,-2844.469321,1019.614777,718.045814
10222,85.183000,-0.146868,0.678505,-0.339577,0.634625,-2844.964235,1020.251005,718.987284
10223,85.192000,-0.147276,0.679541,-0.339542,0.633440,-2845.317328,1020.674355,719.960763
10224,85.200000,-0.148227,0.679867,-0.338451,0.633451,-2845.458241,1021.401689,720.915227
10225,85.208000,-0.148822,0.680738,-0.338692,0.632246,-2845.987301,1021.876893,721.915977
10226,85.217000,-0.148887,0.680968,-0.338381,0.632150,-2846.167277,1022.490563,722.824255
10227,85.225000,-0.148767,0.680663,-0.337985,0.632719,-2846.127135,1023.100718,723.708555
10228,85.233000,-0.148797,0.681173,-0.338269,0.632010,-2846.497524,1023.567780,724.641531
10229,85.242000,-0.149636,0.681833,-0.338472,0.630991,-2847.012810,1023.957746,725.603291
10230,85.250000,-0.150369,0.682201,-0.338134,0.630600,-2847.312560,1024.454840,726.526940
10231,85.258000,-0.150905,0.682800,-0.338090,0.629847,-2847.818395,1024.952993,727.521982
10232,85.267000,-0.151151,0.682839,-0.338285,0.629641,-2848.146009,1025.371630,728.510215
10233,85.275000,-0.151251,0.682322,-0.338304,0.630166,-2848.240548,1025.787648,729.431289
10234,85.283000,-0.151501,0.682245,-0.339318,0.629644,-2848.661506,1025.989301,730.366685
10235,85.292000,-0.152151,0.681837,-0.339394,0.629888,-2848.906515,1026.409812,731.319247
10236,85.300000,-0.153174,0.681389,-0.339092,0.630288,-2849.114075,1026.819825,732.233467
10237,85.308000,-0.153811,0.681237,-0.339876,0.629874,-2849.564392,1026.939188,733.222397
10238,85.317000,-0.153907,0.680550,-0.340542,0.630235,-2849.797566,1027.061429,734.200962
10239,85.325000,-0.154089,0.679883,-0.340649,0.630852,-2849.937420,1027.291756,735.112875
10240,85.333000,-0.154275,0.679496,-0.339281,0.631960,-2850.057286,1027.999680,735.887285
10241,85.342000,-0.154709,0.679771,-0.339760,0.631300,-2850.627014,1028.166081,736.739583
10242,85.350000,-0.155715,0.680424,-0.339883,0.630282,-2851.339119,1028.302671,737.567431
10243,85.358000,-0.156521,0.680417,-0.339952,0.630053,-2851.794235,1028.431475,738.428201
10244,85.367000,-0.156813,0.680690,-0.341280,0.628967,-2852.520335,1028.332981,739.396360
10245,85.375000,-0.157228,0.680166,-0.342154,0.628955,-2852.901975,1028.268611,740.248466
10246,85.383000,-0.157731,0.680125,-0.341784,0.629074,-2853.364762,1028.538325,740.993708
10247,85.392000,-0.158137,0.679592,-0.342586,0.629112,-2853.928845,1028.501430,741.995059
10248,85.400000,-0.159045,0.678141,-0.343611,0.629889,-2854.403881,1028.333712,743.065737
10249,85.408000,-0.159773,0.677908,-0.344118,0.629679,-2855.091742,1028.238518,744.058759
10250,85.417000,-0.159749,0.678819,-0.344180,0.628669,-2856.023388,1028.375294,745.007080
10251,85.425000,-0.159754,0.678849,-0.344454,0.628485,-2856.690530,1028.368898,746.080188
10252,85.433000,-0.160129,0.679235,-0.344079,0.628178,-2857.614938,1028.595779,747.248629
10253,85.442000,-0.160760,0.678869,-0.343525,0.628715,-2858.312708,1028.773085,748.432123
10254,85.450000,-0.161275,0.678606,-0.344135,0.628535,-2859.075881,1028.624128,749.649736
10255,85.458000,-0.161449,0.679050,-0.344224,0.627961,-2860.048817,1028.650624,750.931588
10256,85.467000,-0.161749,0.678998,-0.343958,0.628086,-2860.906639,1028.784413,752.314484
10257,85.475000,-0.161884,0.678567,-0.344215,0.628376,-2861.703138,1028.731281,753.835890
10258,85.483000,-0.162437,0.677930,-0.344067,0.629002,-2862.319783,1028.639847,755.304164
10259,85.492000,-0.162456,0.678496,-0.343582,0.628651,-2863.458387,1028.822206,756.849561
10260,85.500000,-0.162766,0.678358,-0.342397,0.629367,-2864.248684,1028.989458,758.334486
10261,85.508000,-0.162016,0.679057,-0.342506,0.628746,-2865.374391,1029.038625,760.003941
10262,85.517000,-0.162109,0.679012,-0.341774,0.629169,-2866.324717,1029.160998,761.738501
10263,85.525000,-0.162059,0.679167,-0.341052,0.629407,-2867.335403,1029.197221,763.500301
10264,85.533000,-0.161290,0.679346,-0.341106,0.629382,-2868.373557,1029.165989,765.405358
10265,85.542000,-0.161145,0.679208,-0.339916,0.630212,-2869.262993,1029.353399,767.239519
10266,85.550000,-0.160609,0.679673,-0.339907,0.629852,-2870.417431,1029.322384,769.124017
10267,85.558000,-0.160812,0.679595,-0.339372,0.630172,-2871.401940,1029.372512,770.994263
10268,85.567000,-0.160679,0.679808,-0.338435,0.630480,-2872.464768,1029.585981,772.811045
10269,85.575000,-0.160433,0.679589,-0.339203,0.630366,-2873.531471,1029.300467,774.854896
10270,85.583000,-0.160885,0.679775,-0.338298,0.630537,-2874.688999,1029.405738,776.722226
10271,85.592000,-0.160583,0.680923,-0.338046,0.629509,-2876.173243,1029.563391,778.438976
10272,85.600000,-0.160621,0.681077,-0.338431,0.629126,-2877.429776,1029.561784,780.303579
10273,85.608000,-0.162448,0.678907,-0.339982,0.630165,-2878.281363,1029.132611,782.182456
10274,85.617000,-0.162905,0.679140,-0.340998,0.629247,-2879.755841,1029.088282,783.974507
10275,85.625000,-0.163204,0.679289,-0.341679,0.628639,-2881.242535,1029.054667,785.954378
10276,85.633000,-0.164519,0.676629,-0.343086,0.630395,-2881.922007,1028.773177,787.922171
10277,85.642000,-0.165661,0.677859,-0.342178,0.629268,-2883.763319,1029.254180,789.697203
10278,85.650000,-0.166790,0.677329,-0.342682,0.629266,-2885.162532,1029.493286,791.483355
10279,85.658000,-0.167917,0.677552,-0.342182,0.628998,-2886.657892,1029.881806,793.324409
10280,85.667000,-0.168450,0.677471,-0.342201,0.628933,-2888.061705,1030.161646,795.292470
10281,85.675000,-0.168912,0.677398,-0.342593,0.628673,-2889.644351,1030.433335,797.342890
10282,85.683000,-0.169271,0.678453,-0.341896,0.627819,-2891.367034,1030.886116,799.323342
10283,85.692000,-0.169713,0.677754,-0.341984,0.628406,-2892.592760,1031.207243,801.426795
10284,85.700000,-0.170765,0.677776,-0.340222,0.629053,-2893.910531,1031.987588,803.561852
10285,85.708000,-0.171576,0.677857,-0.339371,0.629205,-2895.372756,1032.602250,805.596786
10286,85.717000,-0.171981,0.678404,-0.337980,0.629253,-2896.802641,1033.236561,807.681636
10287,85.725000,-0.172764,0.678006,-0.337317,0.629824,-2897.950954,1033.600340,809.658537
10288,85.733000,-0.174579,0.674835,-0.336649,0.633077,-2898.485661,1034.013104,811.809573
10289,85.742000,-0.173721,0.674588,-0.336338,0.633742,-2899.505835,1034.480824,813.908057
10290,85.750000,-0.173393,0.674369,-0.335984,0.634252,-2900.402357,1034.810107,816.124170
10291,85.758000,-0.172794,0.674009,-0.338313,0.633561,-2901.433037,1034.301244,818.365047
10292,85.767000,-0.173605,0.673120,-0.339130,0.633847,-2902.353027,1034.216091,820.700872
10293,85.775000,-0.174473,0.672481,-0.339087,0.634309,-2903.133490,1034.247280,822.858852
10294,85.783000,-0.175232,0.672303,-0.338470,0.634618,-2903.947318,1034.501468,824.792168
10295,85.792000,-0.175256,0.672392,-0.338343,0.634586,-2904.811411,1034.672109,826.778965
10296,85.800000,-0.174688,0.672348,-0.338712,0.634591,-2905.365535,1034.682317,828.669020
10297,85.808000,-0.174426,0.672827,-0.338780,0.634119,-2906.200940,1034.719620,830.434998
10298,85.817000,-0.173093,0.674554,-0.337542,0.633310,-2907.174715,1035.271999,831.933556
10299,85.825000,-0.173654,0.674936,-0.336847,0.633119,-2907.841071,1035.427659,833.414733
10300,85.833000,-0.173181,0.675437,-0.337712,0.632253,-2908.462836,1035.157537,835.071163
10301,85.842000,-0.172616,0.674683,-0.339643,0.632178,-2908.557814,1034.526797,836.921127
10302,85.850000,-0.172287,0.674492,-0.340455,0.632036,-2908.790534,1034.263365,838.626555
10303,85.858000,-0.172926,0.673916,-0.341444,0.631941,-2908.946637,1033.753132,840.247994
10304,85.867000,-0.173122,0.674345,-0.342068,0.631092,-2909.275449,1033.370326,841.723607
10305,85.875000,-0.173596,0.674071,-0.343336,0.630566,-2909.406733,1032.729030,843.252899
10306,85.883000,-0.174155,0.674384,-0.343638,0.629912,-2909.676831,1032.428574,844.720007
10307,85.892000,-0.173823,0.673740,-0.345384,0.629737,-2909.454534,1031.704993,846.379994
10308,85.900000,-0.175318,0.673645,-0.345365,0.629435,-2909.675371,1031.403427,847.749768
10309,85.908000,-0.170769,0.674616,-0.352213,0.625841,-2910.371680,1029.513405,849.573896
10310,85.917000,-0.169970,0.673812,-0.354254,0.625773,-2910.075362,1028.709462,851.229602
10311,85.925000,-0.171288,0.677678,-0.349993,0.623632,-2910.796035,1029.601454,852.403239
10312,85.933000,-0.172116,0.677979,-0.348922,0.623678,-2910.806795,1029.754106,853.731602
10313,85.942000,-0.172060,0.677779,-0.348614,0.624083,-2910.637785,1029.706894,855.364537
10314,85.950000,-0.171661,0.677744,-0.349094,0.623962,-2910.625368,1029.371034,857.221393
10315,85.958000,-0.171264,0.677629,-0.350459,0.623432,-2910.594171,1028.650871,859.157598
10316,85.967000,-0.170538,0.676904,-0.352461,0.623289,-2910.320481,1027.872275,861.242580
10317,85.975000,-0.171833,0.675368,-0.352766,0.624426,-2910.003122,1027.501974,863.105252
10318,85.983000,-0.171274,0.674346,-0.353413,0.625318,-2909.497323,1027.185665,865.201885
10319,85.992000,-0.170504,0.674113,-0.353066,0.625975,-2909.174024,1027.196557,867.245818
10320,86.000000,-0.170428,0.673419,-0.353620,0.626429,-2908.800051,1026.847843,869.262871
10321,86.008000,-0.170687,0.673495,-0.353314,0.626450,-2908.858667,1026.804124,871.099042
10322,86.017000,-0.171748,0.672260,-0.354142,0.627018,-2908.676534,1026.383496,872.862911
10323,86.025000,-0.171514,0.671893,-0.354921,0.627036,-2908.607179,1026.224310,874.681829
10324,86.033000,-0.172728,0.671906,-0.354628,0.626855,-2908.796821,1026.171535,876.339795
10325,86.042000,-0.172548,0.671956,-0.354526,0.626908,-2908.718667,1026.225354,878.111635
10326,86.050000,-0.172953,0.670043,-0.355666,0.628197,-2908.137476,1026.006026,879.879559
10327,86.058000,-0.173936,0.669335,-0.356399,0.628265,-2907.981502,1025.738586,881.511098
10328,86.067000,-0.174635,0.670145,-0.356126,0.627362,-2908.315027,1025.888256,882.891225
10329,86.075000,-0.175596,0.670728,-0.355432,0.626863,-2908.464775,1026.140732,884.438937
10330,86.083000,-0.176419,0.670143,-0.355296,0.627336,-2908.457202,1026.493450,885.911686
10331,86.092000,-0.178007,0.670512,-0.355210,0.626540,-2908.790749,1026.586687,887.254021
10332,86.100000,-0.180012,0.670080,-0.355884,0.626047,-2909.046960,1026.484040,888.672653
10333,86.108000,-0.179811,0.669566,-0.356664,0.626211,-2908.821052,1026.728958,890.178380
10334,86.117000,-0.179112,0.669376,-0.356985,0.626431,-2908.534450,1027.215815,891.833266
10335,86.125000,-0.181642,0.670222,-0.355744,0.625503,-2909.061206,1027.539049,893.239733
10336,86.133000,-0.182846,0.670072,-0.354856,0.625818,-2909.122480,1028.135652,894.604071
10337,86.142000,-0.183843,0.670073,-0.354478,0.625739,-2909.254714,1028.508515,896.007966
10338,86.150000,-0.183803,0.669376,-0.354424,0.626527,-2908.866505,1029.063350,897.540259
10339,86.158000,-0.183172,0.669475,-0.353899,0.626902,-2908.643310,1029.778897,899.151097
10340,86.167000,-0.184009,0.669548,-0.352976,0.627100,-2908.670584,1030.506428,900.554977
10341,86.175000,-0.186291,0.670786,-0.350789,0.626329,-2909.229393,1031.313237,901.876454
10342,86.183000,-0.187343,0.670025,-0.350646,0.626910,-2909.007197,1031.725070,903.373079
10343,86.192000,-0.186360,0.669399,-0.351396,0.627452,-2908.496767,1032.125237,905.091648
10344,86.200000,-0.186833,0.669624,-0.350211,0.627734,-2908.405968,1032.908654,906.632879
10345,86.208000,-0.187778,0.670150,-0.347997,0.628121,-2908.380136,1033.896706,908.111491
10346,86.217000,-0.187618,0.670283,-0.347054,0.628548,-2908.053112,1034.612471,909.733780
10347,86.225000,-0.187665,0.669945,-0.346480,0.629212,-2907.493265,1035.169665,911.419835
10348,86.233000,-0.187931,0.670735,-0.346003,0.628553,-2907.305512,1035.545719,912.997668
10349,86.242000,-0.187927,0.670118,-0.345905,0.629265,-2906.719460,1036.038805,914.517036
10350,86.250000,-0.187668,0.669727,-0.345449,0.630009,-2906.221551,1036.751530,916.087377
10351,86.258000,-0.187000,0.670507,-0.343987,0.630178,-2905.875320,1037.703508,917.441720
10352,86.267000,-0.186622,0.670850,-0.343254,0.630324,-2905.345322,1038.193502,918.898542
10353,86.275000,-0.187182,0.670578,-0.342829,0.630679,-2904.676774,1038.544435,920.407769
10354,86.283000,-0.187122,0.671046,-0.342340,0.630465,-2904.175269,1038.981854,921.702738
10355,86.292000,-0.186561,0.670945,-0.343356,0.630186,-2903.655657,1039.103630,922.932051
10356,86.300000,-0.187786,0.671122,-0.343358,0.629633,-2903.142530,1039.080464,924.339126
10357,86.308000,-0.188941,0.671204,-0.342622,0.629600,-2902.656052,1039.209144,925.593901
10358,86.317000,-0.189125,0.671087,-0.342164,0.629919,-2901.832638,1039.439476,926.930830
10359,86.325000,-0.189718,0.670728,-0.342243,0.630080,-2901.172819,1039.522767,928.247567
10360,86.333000,-0.191227,0.671109,-0.341662,0.629533,-2900.516181,1039.403190,929.688117
10361,86.342000,-0.191469,0.671076,-0.341601,0.629528,-2899.743554,1039.452638,930.996159
10362,86.350000,-0.192617,0.671074,-0.340930,0.629544,-2899.009888,1039.588623,932.396262
10363,86.358000,,,,,,,
10364,86.367000,,,,,,,
10365,86.375000,,,,,,,
10366,86.383000,,,,,,,
10367,86.392000,,,,,,,
10368,86.400000,,,,,,,
10369,86.408000,,,,,,,
10370,86.417000,,,,,,,
10371,86.425000,,,,,,,
10372,86.433000,,,,,,,
10373,86.442000,,,,,,,
10374,86.450000,,,,,,,
10375,86.458000,,,,,,,
10376,86.467000,,,,,,,
10377,86.475000,-0.181977,0.672915,-0.349109,0.626253,-2891.446426,1040.913714,951.920604
10378,86.483000,-0.178928,0.668170,-0.353760,0.629593,-2889.342443,1040.016122,953.413940
10379,86.492000,-0.174527,0.670030,-0.355104,0.628094,-2889.715212,1040.698364,954.434496
10380,86.500000,-0.172672,0.669773,-0.357257,0.627659,-2889.157100,1040.401979,955.795859
10381,86.508000,-0.170397,0.668973,-0.359806,0.627678,-2888.773361,1040.338321,956.967832
10382,86.517000,-0.165156,0.680785,-0.355279,0.618896,-2890.431196,1041.158229,958.120923
10383,86.525000,-0.163623,0.685200,-0.352951,0.615755,-2890.824859,1041.324301,959.655611
10384,86.533000,-0.164278,0.686306,-0.351709,0.615059,-2890.974124,1041.071553,961.426410
10385,86.542000,-0.166456,0.688858,-0.348781,0.613285,-2892.031421,1041.068723,963.320794
10386,86.550000,-0.169140,0.691337,-0.346187,0.611228,-2893.314835,1040.904720,965.359596
10387,86.558000,-0.171219,0.694581,-0.344011,0.608192,-2895.039749,1040.820041,967.344090
10388,86.567000,-0.176935,0.694905,-0.342088,0.607270,-2895.706082,1039.757795,969.877940
10389,86.575000,-0.186956,0.692398,-0.342229,0.607052,-2896.317080,1038.186687,972.303420
10390,86.583000,-0.188546,0.690457,-0.342374,0.608687,-2896.660004,1038.060418,974.215728
10391,86.592000,-0.186340,0.695177,-0.340145,0.605234,-2898.362626,1038.691963,976.182245
10392,86.600000,-0.186217,0.695443,-0.337690,0.606340,-2899.426662,1039.348091,978.176376
10393,86.608000,-0.185860,0.693789,-0.338189,0.608064,-2899.971735,1039.449363,980.191987
10394,86.617000,-0.184631,0.694439,-0.336502,0.608632,-2901.103785,1040.181548,982.186989
10395,86.625000,-0.183369,0.694900,-0.335404,0.609092,-2902.210032,1040.677451,984.194349
10396,86.633000,-0.183416,0.692803,-0.335514,0.611402,-2902.904499,1040.925627,986.122805
10397,86.642000,-0.182356,0.693533,-0.334525,0.611433,-2904.280532,1041.455064,987.997384
10398,86.650000,-0.180620,0.696068,-0.332868,0.609970,-2905.966890,1042.052905,989.786915
10399,86.658000,-0.181509,0.694529,-0.333052,0.611359,-2906.929220,1042.121184,991.500762
10400,86.667000,-0.180834,0.696494,-0.331588,0.610118,-2908.631836,1042.574769,993.174408
10401,86.675000,-0.179802,0.697591,-0.330121,0.609966,-2909.919892,1043.020172,994.770421
10402,86.683000,-0.179930,0.697973,-0.328873,0.610166,-2911.208118,1043.419009,996.250181
10403,86.692000,-0.178847,0.700378,-0.328864,0.607727,-2913.032387,1043.531892,997.601634
10404,86.700000,-0.179123,0.702315,-0.327509,0.606141,-2914.814138,1043.951810,998.915491
10405,86.708000,-0.179146,0.703370,-0.328605,0.604314,-2916.380312,1043.759158,1000.392989
10406,86.717000,-0.180132,0.702102,-0.331123,0.604121,-2917.321302,1043.087626,1001.834177
10407,86.725000,-0.180273,0.704033,-0.330684,0.602069,-2919.000309,1043.284483,1003.157592
10408,86.733000,-0.181077,0.704956,-0.329147,0.601589,-2920.210298,1043.721726,1004.486072
10409,86.742000,-0.181507,0.707497,-0.326838,0.599734,-2921.961837,1044.591271,1005.469861
10410,86.750000,-0.183572,0.710611,-0.323130,0.597428,-2923.797666,1045.600650,1006.546324
10411,86.758000,-0.185366,0.709874,-0.320530,0.599148,-2924.563635,1046.354397,1007.751292
10412,86.767000,-0.179079,0.710308,-0.324872,0.598207,-2925.523594,1047.105057,1008.603635
10413,86.775000,-0.179895,0.711550,-0.324123,0.596891,-2926.636145,1047.194550,1010.064337
10414,86.783000,-0.180372,0.713688,-0.321979,0.595353,-2928.152929,1047.916185,1011.510170
10415,86.792000,-0.181235,0.712794,-0.321529,0.596404,-2928.765105,1048.150172,1012.814139
10416,86.800000,-0.182368,0.714533,-0.317956,0.595893,-2929.776090,1049.051164,1014.112013
10417,86.808000,-0.184536,0.715906,-0.315437,0.594915,-2930.986066,1049.425994,1015.680889
10418,86.817000,-0.188902,0.718863,-0.314763,0.590318,-2933.138872,1048.859139,1017.238951
10419,86.825000,-0.190973,0.719632,-0.313238,0.589526,-2933.811019,1048.803277,1019.042030
10420,86.833000,-0.192618,0.720542,-0.311263,0.588925,-2934.211636,1048.896047,1020.807635
10421,86.842000,-0.193443,0.722270,-0.309995,0.587204,-2935.166832,1049.129620,1022.445371
10422,86.850000,-0.194677,0.721205,-0.309983,0.588112,-2935.281226,1048.985404,1024.060270
10423,86.858000,,,,,,,
10424,86.867000,-0.190310,0.722493,-0.313577,0.586050,-2935.994921,1048.883103,1027.069184
10425,86.875000,-0.189289,0.723086,-0.314397,0.585210,-2936.193423,1048.717178,1028.748081
10426,86.883000,-0.189199,0.725468,-0.314957,0.581981,-2937.096261,1048.488687,1030.327909
10427,86.892000,-0.188175,0.726422,-0.315951,0.580582,-2937.430822,1048.170644,1031.982908
10428,86.900000,-0.187564,0.727768,-0.316938,0.578553,-2938.010794,1047.831879,1033.599288
10429,86.908000,-0.186882,0.729021,-0.317695,0.576778,-2938.526193,1047.574062,1035.122552
10430,86.917000,-0.186048,0.729822,-0.319166,0.575221,-2938.857621,1047.162081,1036.851359
10431,86.925000,-0.186179,0.730885,-0.319710,0.573525,-2939.413663,1046.835953,1038.407259
10432,86.933000,-0.185430,0.732092,-0.320808,0.571612,-2939.938276,1046.492982,1040.127340
10433,86.942000,-0.185038,0.733147,-0.322383,0.569496,-2940.581323,1045.966874,1041.775983
10434,86.950000,-0.184713,0.733954,-0.323993,0.567646,-2941.100313,1045.452020,1043.543753
10435,86.958000,-0.183905,0.734075,-0.326114,0.566536,-2941.412361,1044.934191,1045.310088
10436,86.967000,-0.183789,0.735053,-0.327506,0.564498,-2942.128392,1044.577914,1047.092356
10437,86.975000,-0.168941,0.742922,-0.334752,0.554497,-2945.175183,1044.905559,1048.288631
10438,86.983000,-0.161817,0.747470,-0.338374,0.548277,-2946.996841,1044.734339,1049.833059
10439,86.992000,,,,,,,
10440,87.000000,,,,,,,
10441,87.008000,,,,,,,
10442,87.017000,,,,,,,
10443,87.025000,,,,,,,
10444,87.033000,,,,,,,
10445,87.042000,,,,,,,
10446,87.050000,,,,,,,
10447,87.058000,,,,,,,
10448,87.067000,,,,,,,
10449,87.075000,-0.227670,0.716545,-0.341324,0.564117,-2945.138579,1036.418009,1076.671606
10450,87.083000,-0.229665,0.718437,-0.339945,0.561729,-2946.472645,1036.319546,1079.330739
10451,87.092000,-0.232696,0.717090,-0.339888,0.562238,-2946.290027,1035.481170,1082.491859
10452,87.100000,,,,,,,
10453,87.108000,-0.215564,0.730694,-0.343540,0.549180,-2951.467411,1036.402597,1086.424371
10454,87.117000,-0.208471,0.732063,-0.353583,0.543694,-2953.201792,1034.671805,1088.795202
10455,87.125000,-0.209640,0.733003,-0.353534,0.542007,-2954.174966,1034.716148,1091.838856
10456,87.133000,-0.210619,0.733099,-0.354375,0.540946,-2954.707725,1034.633939,1094.866681
10457,87.142000,-0.210341,0.733546,-0.355554,0.539674,-2955.042881,1034.620739,1097.924285
10458,87.150000,-0.210779,0.733895,-0.356152,0.538633,-2955.382505,1034.716721,1101.125269
10459,87.158000,-0.214535,0.733135,-0.356444,0.537992,-2956.025697,1034.185304,1104.135255
10460,87.167000,-0.214996,0.732806,-0.356896,0.537957,-2955.981994,1033.975338,1107.808036
10461,87.175000,-0.213495,0.731577,-0.359823,0.538277,-2954.908578,1033.985870,1111.218342
10462,87.183000,-0.213081,0.731662,-0.360052,0.538172,-2954.975280,1034.161732,1114.762801
10463,87.192000,-0.213834,0.731940,-0.361161,0.536751,-2955.358220,1034.011555,1118.281538
10464,87.200000,-0.217647,0.730700,-0.360469,0.537373,-2955.789357,1033.597627,1121.655120
10465,87.208000,-0.217195,0.731814,-0.361440,0.535383,-2956.326230,1033.597330,1125.354320
10466,87.217000,-0.218500,0.730274,-0.360402,0.537651,-2955.846471,1033.612352,1129.081559
10467,87.225000,-0.219492,0.728519,-0.362184,0.538429,-2955.267164,1033.077842,1132.713965
10468,87.233000,-0.220069,0.727619,-0.362372,0.539283,-2954.895716,1032.945809,1136.467879
10469,87.242000,-0.219863,0.726909,-0.363390,0.539640,-2954.296207,1032.979987,1140.160149
10470,87.250000,-0.217752,0.726362,-0.363444,0.541194,-2953.430889,1033.372451,1144.055212
10471,87.258000,,,,,,,
10472,87.267000,-0.223657,0.725796,-0.363019,0.539828,-2955.159374,1033.060883,1151.363804
10473,87.275000,-0.227365,0.719930,-0.364821,0.544896,-2952.924025,1031.649686,1154.945254
10474,87.283000,-0.227131,0.719402,-0.366478,0.544579,-2952.961679,1031.602228,1158.570235
10475,87.292000,-0.227778,0.718603,-0.367538,0.544650,-2952.919949,1031.580633,1162.072045
10476,87.300000,-0.227822,0.718744,-0.369355,0.543214,-2953.198860,1031.735032,1165.647717
10477,87.308000,-0.228071,0.718059,-0.370010,0.543569,-2953.102425,1031.925733,1169.058605
10478,87.317000,-0.229659,0.716905,-0.369942,0.544469,-2952.728616,1032.158737,1172.593135
10479,87.325000,-0.229836,0.716785,-0.371114,0.543755,-2952.583627,1032.255739,1176.240363
10480,87.333000,-0.230955,0.715619,-0.371029,0.544872,-2952.157260,1032.188849,1179.965781
10481,87.342000,-0.231428,0.715752,-0.371024,0.544501,-2952.106306,1032.292701,1183.735349
10482,87.350000,-0.232056,0.714614,-0.371431,0.545450,-2951.390545,1032.295787,1187.347126
10483,87.358000,-0.233044,0.714452,-0.370832,0.545649,-2951.117992,1032.412994,1191.135082
10484,87.367000,-0.234285,0.714091,-0.370471,0.545835,-2950.597740,1032.452893,1195.006860
10485,87.375000,-0.236628,0.712350,-0.370623,0.546995,-2949.681501,1031.963199,1198.918144
10486,87.383000,-0.243424,0.710209,-0.366015,0.549893,-2948.476907,1032.117507,1202.819070
10487,87.392000,-0.255530,0.705623,-0.357014,0.556186,-2946.360958,1033.249240,1206.190787
10488,87.400000,-0.255067,0.705729,-0.357578,0.555901,-2945.878803,1032.910383,1209.935838
10489,87.408000,-0.253984,0.705450,-0.358404,0.556218,-2945.152260,1032.846336,1213.538594
10490,87.417000,-0.254000,0.704937,-0.359161,0.556373,-2944.290635,1032.527833,1217.205552
10491,87.425000,-0.253795,0.704721,-0.360559,0.555835,-2943.548422,1031.909616,1221.089600
10492,87.433000,-0.253513,0.704277,-0.361293,0.556051,-2942.764369,1031.615731,1224.647367
10493,87.442000,-0.252638,0.703970,-0.363096,0.555664,-2942.044077,1031.002720,1228.278780
10494,87.450000,-0.251931,0.703554,-0.364237,0.555764,-2941.110630,1030.598145,1231.775318
10495,87.458000,-0.252983,0.702458,-0.365579,0.555792,-2940.193791,1029.679754,1235.383244
10496,87.467000,-0.251879,0.702367,-0.367138,0.555381,-2939.377472,1029.121771,1238.914372
10497,87.475000,-0.251466,0.702128,-0.367993,0.555304,-2938.454439,1028.557237,1242.400418
10498,87.483000,-0.251583,0.701452,-0.368735,0.555613,-2937.389482,1028.055942,1245.696314
10499,87.492000,-0.254827,0.699679,-0.367645,0.557091,-2935.879033,1027.628297,1248.893034
10500,87.500000,-0.257559,0.697858,-0.364855,0.559945,-2933.825084,1028.239619,1251.927419
10501,87.508000,-0.266394,0.693485,-0.357676,0.565846,-2930.697640,1029.354024,1254.751090
10502,87.517000,,,,,,,
10503,87.525000,,,,,,,
10504,87.533000,-0.263284,0.688502,-0.371675,0.564362,-2928.213068,1024.195646,1264.105355
10505,87.542000,-0.267009,0.685661,-0.371402,0.566248,-2926.320932,1023.509271,1267.243069
10506,87.550000,-0.264969,0.687337,-0.371452,0.565139,-2926.109641,1024.348032,1269.885326
10507,87.558000,-0.263812,0.687668,-0.371415,0.565303,-2924.981190,1024.282805,1272.724617
10508,87.567000,-0.264285,0.689184,-0.367555,0.565758,-2923.931474,1024.937368,1275.139172
10509,87.575000,-0.265024,0.690364,-0.364577,0.565901,-2923.129234,1025.435452,1277.319519
10510,87.583000,-0.265610,0.689867,-0.363626,0.566844,-2921.860529,1025.403251,1280.007203
10511,87.592000,-0.266696,0.689160,-0.363445,0.567309,-2920.592696,1025.115407,1282.630604
10512,87.600000,-0.265867,0.689230,-0.363871,0.567339,-2919.489620,1024.993355,1285.254734
10513,87.608000,-0.266246,0.688390,-0.364572,0.567731,-2918.069016,1024.445130,1288.053284
10514,87.617000,-0.264925,0.688147,-0.366998,0.567081,-2916.837305,1023.582396,1290.785752
10515,87.625000,-0.264101,0.688091,-0.367703,0.567077,-2915.585001,1023.222074,1293.445825
10516,87.633000,-0.264820,0.689013,-0.365143,0.567275,-2914.444984,1023.594689,1295.524427
10517,87.642000,-0.264389,0.689389,-0.365146,0.567018,-2913.221387,1023.280078,1298.008876
10518,87.650000,-0.263554,0.689842,-0.365380,0.566706,-2912.029405,1022.923149,1300.503659
