Format Version,1.23,Take Name,1 Lampe schwarzer Raum 60 styro_solved,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-09 04.28.53.531,Capture Start Frame,2116479,Total Frames in Take,17915,Total Exported Frames,17915,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser
,ID,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
4417,36.808000,0.002485,-0.704028,-0.012988,0.710049,826.987186,1755.489656,1584.674910
4418,36.817000,0.003066,-0.704330,-0.012879,0.709749,827.352226,1755.648017,1589.828927
4419,36.825000,0.004009,-0.705017,-0.012522,0.709068,827.437637,1755.744744,1594.916775
4420,36.833000,0.004603,-0.705351,-0.011847,0.708744,827.586017,1755.808062,1599.932838
4421,36.842000,0.003625,-0.706763,-0.011655,0.707345,828.027869,1756.283063,1604.405619
4422,36.850000,0.004971,-0.707255,-0.012005,0.706839,828.405225,1756.097701,1609.423523
4423,36.858000,0.008481,-0.707542,-0.011127,0.706533,827.953057,1755.504210,1614.740407
4424,36.867000,0.008730,-0.708540,-0.010749,0.705535,827.811909,1755.440331,1619.587450
4425,36.875000,0.004882,-0.711546,-0.010246,0.702548,827.985051,1756.381794,1623.152893
4426,36.883000,0.005189,-0.712809,-0.009647,0.701273,827.796559,1756.302055,1627.664037
4427,36.892000,0.006279,-0.712904,-0.009390,0.701171,827.646875,1756.185278,1632.512497
4428,36.900000,0.004353,-0.708945,-0.006392,0.705222,828.630996,1756.864390,1636.473056
4429,36.908000,0.006462,-0.709478,-0.006370,0.704669,828.012807,1756.562305,1641.409617
4430,36.917000,0.007533,-0.709777,-0.006643,0.704355,827.787543,1756.452925,1646.207390
4431,36.925000,0.009035,-0.709675,-0.006520,0.704441,827.340691,1756.338897,1651.064842
4432,36.933000,0.010527,-0.710710,-0.006136,0.703380,826.358352,1756.203288,1655.714599
4433,36.942000,0.012238,-0.711607,-0.006237,0.702443,825.484490,1755.967538,1660.490372
4434,36.950000,0.009101,-0.714685,-0.006723,0.699355,825.057173,1756.801384,1664.047912
4435,36.958000,0.009304,-0.715654,-0.006706,0.698361,824.296126,1756.758837,1668.456913
4436,36.967000,0.009476,-0.712809,-0.005462,0.701272,824.511934,1756.974160,1672.724175
4437,36.975000,0.011639,-0.712885,-0.005938,0.701159,823.694709,1756.610525,1677.613921
4438,36.983000,0.013278,-0.713488,-0.006050,0.700516,822.725636,1756.359835,1682.275592
4439,36.992000,0.013862,-0.713145,-0.006766,0.700847,822.388092,1756.258847,1686.980605
4440,37.000000,0.014747,-0.713959,-0.007056,0.699997,821.402192,1756.089666,1691.561405
4441,37.008000,0.011432,-0.717311,-0.007406,0.696620,820.574131,1756.713167,1694.955843
4442,37.017000,0.010690,-0.718088,-0.007209,0.695832,819.845548,1756.693423,1699.033220
4443,37.025000,0.009482,-0.713780,-0.005232,0.700286,820.416217,1757.047428,1702.893884
4444,37.033000,0.011450,-0.714458,-0.006220,0.699557,819.444361,1756.509965,1707.623488
4445,37.042000,0.014805,-0.714242,-0.006674,0.699711,818.278100,1755.609336,1712.714670
4446,37.050000,0.015449,-0.715290,-0.007572,0.698616,817.209640,1755.241059,1717.296446
4447,37.058000,0.012081,-0.718943,-0.008242,0.694915,816.348213,1755.910931,1720.484255
4448,37.067000,0.013106,-0.719479,-0.008687,0.694336,815.375251,1755.578491,1724.851313
4449,37.075000,0.012536,-0.715911,-0.008142,0.698032,815.426421,1755.593789,1729.169505
4450,37.083000,0.013788,-0.716808,-0.009138,0.697074,814.180738,1755.213752,1733.679975
4451,37.092000,0.014784,-0.717363,-0.010355,0.696465,813.103182,1754.819863,1738.233421
4452,37.100000,0.011934,-0.720664,-0.011177,0.693092,811.868629,1755.364551,1741.581165
4453,37.108000,0.011914,-0.721710,-0.011226,0.692001,810.577473,1755.192405,1745.610182
4454,37.117000,0.010469,-0.717707,-0.009194,0.696206,810.613645,1755.469249,1749.286884
4455,37.125000,0.014874,-0.716813,-0.010237,0.697032,809.077838,1754.240328,1754.589679
4456,37.133000,0.016373,-0.717981,-0.010644,0.695789,807.350970,1753.652502,1758.997825
4457,37.142000,0.018005,-0.720001,-0.011662,0.693641,805.543810,1753.003278,1763.382339
4458,37.150000,0.015445,-0.725050,-0.013702,0.688387,803.824595,1753.283889,1766.812047
4459,37.158000,0.017148,-0.726307,-0.013915,0.687015,801.731050,1752.638353,1771.196963
4460,37.167000,0.019004,-0.725344,-0.013239,0.687997,800.374308,1752.484130,1775.539150
4461,37.175000,0.017874,-0.721720,-0.010285,0.691878,799.906921,1753.316458,1779.261501
4462,37.183000,0.021103,-0.720514,-0.010813,0.693035,798.084151,1752.335034,1784.096269
4463,37.192000,0.017988,-0.722964,-0.011253,0.690560,796.399579,1752.873568,1787.186034
4464,37.200000,0.020115,-0.723657,-0.012028,0.689762,794.257622,1752.162383,1791.408426
4465,37.208000,0.022327,-0.723331,-0.012508,0.690027,792.272991,1751.419334,1795.809939
4466,37.217000,0.024010,-0.723351,-0.012967,0.689942,790.215011,1750.777673,1800.009072
4467,37.225000,0.022377,-0.725615,-0.013123,0.687611,787.979889,1750.695118,1803.249903
4468,37.233000,0.023482,-0.725525,-0.012386,0.687684,785.651915,1749.953642,1807.185829
4469,37.242000,0.024940,-0.724693,-0.012223,0.688512,783.361339,1749.042019,1811.410130
4470,37.250000,0.026434,-0.725204,-0.012754,0.687909,780.976445,1748.192791,1815.315513
4471,37.258000,0.024893,-0.727522,-0.012185,0.685524,778.335175,1748.010911,1818.266785
4472,37.267000,0.026290,-0.727121,-0.011312,0.685913,775.650253,1747.093123,1822.180528
4473,37.275000,0.027507,-0.726515,-0.011426,0.686505,773.129782,1746.166357,1826.178414
4474,37.283000,0.024893,-0.728267,-0.010760,0.684757,770.524967,1746.150602,1828.918767
4475,37.292000,0.026263,-0.727648,-0.009737,0.685378,767.565592,1745.159859,1832.778242
4476,37.300000,0.027846,-0.726765,-0.009804,0.686252,764.754478,1744.086162,1836.756851
4477,37.308000,0.024827,-0.729082,-0.009537,0.683909,761.933884,1744.106352,1839.324848
4478,37.317000,0.026853,-0.727805,-0.008242,0.685208,758.802507,1742.958533,1843.191316
4479,37.325000,0.028510,-0.726989,-0.008275,0.686008,755.738132,1741.810061,1847.054357
4480,37.333000,0.025238,-0.729317,-0.007772,0.683666,752.674032,1741.818868,1849.414428
4481,37.342000,0.026831,-0.727745,-0.006564,0.685291,749.511583,1740.713377,1853.181433
4482,37.350000,0.028167,-0.726995,-0.006495,0.686034,746.318714,1739.715487,1856.867482
4483,37.358000,0.024622,-0.729409,-0.006335,0.683605,743.071650,1739.831625,1859.103876
4484,37.367000,0.027072,-0.727284,-0.005625,0.685779,739.651362,1738.595161,1863.107689
4485,37.375000,0.022971,-0.729610,-0.005722,0.683453,736.442256,1738.987273,1865.250723
4486,37.383000,0.023434,-0.729474,-0.005389,0.683585,732.913334,1738.272004,1868.433568
4487,37.392000,0.026435,-0.727616,-0.005471,0.685454,729.255025,1736.863501,1872.522494
4488,37.400000,0.021820,-0.730127,-0.005356,0.682942,725.952174,1737.386909,1874.359271
4489,37.408000,0.022755,-0.729545,-0.005323,0.683533,722.336616,1736.604621,1877.748918
4490,37.417000,0.020164,-0.730877,-0.005061,0.682193,718.707681,1736.534516,1880.181802
4491,37.425000,0.020465,-0.730671,-0.004534,0.682408,714.897496,1735.891942,1883.253454
4492,37.433000,0.017196,-0.731818,-0.004441,0.681268,711.419807,1736.152583,1885.549886
4493,37.442000,0.018436,-0.731648,-0.004410,0.681419,707.330234,1735.191006,1888.845480
4494,37.450000,0.019517,-0.731059,-0.004381,0.682021,703.343694,1734.374290,1892.221445
4495,37.458000,0.015142,-0.732728,-0.003912,0.680342,699.671949,1734.857678,1894.125423
4496,37.467000,0.017823,-0.731238,-0.003622,0.681880,695.429945,1733.570288,1897.796931
4497,37.475000,0.013640,-0.733150,-0.003708,0.679920,691.642794,1733.885272,1899.769944
4498,37.483000,0.013291,-0.733260,-0.002943,0.679813,687.399010,1733.371556,1902.505772
4499,37.492000,0.012141,-0.734092,-0.002235,0.678938,683.171302,1733.081539,1904.904236
4500,37.500000,0.012600,-0.734078,-0.001767,0.678946,678.751527,1732.301428,1907.850450
4501,37.508000,0.010493,-0.734610,-0.000910,0.678408,674.590420,1732.262789,1910.171018
4502,37.517000,0.011063,-0.734603,0.000130,0.678407,670.054560,1731.563020,1912.971334
4503,37.525000,0.008886,-0.735723,0.000632,0.677224,665.784879,1731.492329,1915.144324
4504,37.533000,0.010412,-0.735131,0.001503,0.677844,661.178460,1730.674374,1918.238036
4505,37.542000,0.009050,-0.736402,0.001728,0.676482,656.882803,1730.598414,1920.507275
4506,37.550000,0.008986,-0.736474,0.002690,0.676401,652.486839,1730.217753,1923.047234
4507,37.558000,0.008512,-0.737779,0.003432,0.674980,647.946885,1729.924115,1925.245849
4508,37.567000,0.008240,-0.738188,0.004482,0.674530,643.589750,1729.676598,1927.629428
4509,37.575000,0.007001,-0.739231,0.005361,0.673394,639.328413,1729.701673,1929.635691
4510,37.583000,0.008743,-0.738915,0.005461,0.673720,634.912447,1729.058999,1932.621668
4511,37.592000,0.008115,-0.739823,0.005255,0.672732,630.680348,1728.935810,1935.065625
4512,37.600000,0.008544,-0.739522,0.006098,0.673050,626.381521,1728.690529,1937.632099
4513,37.608000,0.008903,-0.740625,0.006600,0.671827,621.837418,1728.379185,1939.938068
4514,37.617000,0.009403,-0.741481,0.007289,0.670869,617.254109,1728.021792,1942.298974
4515,37.625000,0.008491,-0.742427,0.008120,0.669824,612.946878,1727.971025,1944.331591
4516,37.633000,0.010167,-0.741649,0.008811,0.670653,608.483788,1727.408247,1947.249612
4517,37.642000,0.010345,-0.742251,0.008949,0.669982,604.148293,1727.137887,1949.682744
4518,37.650000,0.010751,-0.742164,0.009911,0.670059,599.746420,1726.836880,1952.133492
4519,37.658000,0.010613,-0.743491,0.011035,0.668571,595.026914,1726.579517,1954.206200
4520,37.667000,0.011077,-0.743365,0.012522,0.668677,590.711410,1726.356377,1956.510974
4521,37.675000,0.011133,-0.743841,0.015286,0.668089,585.926668,1726.254625,1958.403758
4522,37.683000,0.014016,-0.742865,0.017380,0.669069,580.958156,1725.552872,1961.324274
4523,37.692000,0.013517,-0.743911,0.018912,0.667874,576.512430,1725.476108,1963.319593
4524,37.700000,0.013471,-0.743206,0.019960,0.668630,572.591690,1725.363306,1965.834659
4525,37.708000,0.011982,-0.745226,0.020796,0.666380,568.359049,1725.382535,1967.643888
4526,37.717000,0.013396,-0.744899,0.021135,0.666708,564.146908,1725.003055,1970.424731
4527,37.725000,0.012389,-0.745863,0.021427,0.665639,560.131080,1725.156281,1972.619586
4528,37.733000,0.012902,-0.745552,0.021403,0.665979,556.102991,1725.150787,1975.408663
4529,37.742000,0.012518,-0.746481,0.021410,0.664944,552.106821,1725.319180,1977.619317
4530,37.750000,0.014825,-0.746021,0.021413,0.665413,547.814599,1725.146378,1980.591235
4531,37.758000,0.015215,-0.746486,0.020742,0.664903,543.798136,1725.289499,1983.231420
4532,37.767000,0.015929,-0.746720,0.019979,0.664648,539.855315,1725.355291,1985.979663
4533,37.775000,0.017312,-0.746563,0.018765,0.664824,536.016260,1725.271795,1988.935230
4534,37.783000,0.017246,-0.747274,0.018394,0.664038,532.161059,1725.544488,1991.323151
4535,37.792000,0.019951,-0.746837,0.018174,0.664460,528.017211,1725.316224,1994.312467
4536,37.800000,0.019900,-0.747274,0.017531,0.663986,524.252361,1725.611492,1996.771404
4537,37.808000,0.021063,-0.747682,0.016691,0.663513,520.266503,1725.579400,1999.461809
4538,37.817000,0.020466,-0.748435,0.016725,0.662681,516.529780,1725.792865,2001.562116
4539,37.825000,0.022604,-0.747576,0.016859,0.663578,512.413857,1725.584524,2004.419624
4540,37.833000,0.022288,-0.748213,0.016979,0.662867,508.530978,1725.840341,2006.600909
4541,37.842000,0.023504,-0.748130,0.016758,0.662924,504.609802,1725.786817,2009.089914
4542,37.850000,0.022899,-0.748917,0.016746,0.662056,500.705616,1726.003290,2011.132320
4543,37.858000,0.024138,-0.748388,0.016627,0.662613,496.800143,1725.758994,2013.677482
4544,37.867000,0.022912,-0.749138,0.017046,0.661798,493.075028,1726.065188,2015.459889
4545,37.875000,0.023825,-0.748973,0.017447,0.661942,489.103523,1725.946953,2017.767734
4546,37.883000,0.022916,-0.749453,0.017675,0.661425,485.430946,1726.070949,2019.612408
4547,37.892000,0.022994,-0.749607,0.018214,0.661232,481.461849,1725.996370,2021.710748
4548,37.900000,0.021356,-0.750459,0.018476,0.660314,477.781881,1726.249252,2023.380304
4549,37.908000,0.020892,-0.750815,0.019242,0.659901,473.915566,1726.383876,2025.277540
4550,37.917000,0.020909,-0.751145,0.019037,0.659532,470.054992,1726.395307,2027.318203
4551,37.925000,0.019511,-0.751515,0.019260,0.659146,466.413074,1726.648876,2029.036319
4552,37.933000,0.020295,-0.751455,0.019417,0.659186,462.306751,1726.539260,2031.320606
4553,37.942000,0.019482,-0.752131,0.019108,0.658448,458.587061,1726.781358,2033.256987
4554,37.950000,0.019631,-0.752186,0.017959,0.658414,454.955108,1726.839199,2035.563148
4555,37.958000,0.019008,-0.752889,0.017415,0.657643,451.333294,1726.922788,2037.556749
4556,37.967000,0.019302,-0.752605,0.017322,0.657961,447.730280,1726.957840,2039.796578
4557,37.975000,0.019291,-0.753910,0.016651,0.656483,443.840132,1727.001340,2041.808583
4558,37.983000,0.019185,-0.754482,0.015735,0.655852,440.199898,1727.045155,2043.967039
4559,37.992000,0.019252,-0.754609,0.014624,0.655730,436.638886,1727.044392,2046.269551
4560,38.000000,0.018287,-0.755477,0.014242,0.654765,433.069309,1727.247568,2048.186726
4561,38.008000,0.019383,-0.754948,0.013838,0.655352,429.357755,1727.174975,2050.672915
4562,38.017000,0.018671,-0.756082,0.012904,0.654083,425.595275,1727.304116,2052.744003
4563,38.025000,0.018552,-0.756438,0.011766,0.653696,422.004065,1727.248710,2054.990988
4564,38.033000,0.017986,-0.757050,0.011607,0.653006,418.277803,1727.256493,2057.021486
4565,38.042000,0.017869,-0.757069,0.011395,0.652991,414.587827,1727.163823,2059.258416
4566,38.050000,0.017426,-0.757453,0.011316,0.652559,410.951984,1727.234824,2061.249225
4567,38.058000,0.017136,-0.758235,0.010890,0.651665,407.056432,1727.111549,2063.355893
4568,38.067000,0.016879,-0.758795,0.010483,0.651026,403.197332,1726.845755,2065.469653
4569,38.075000,0.016911,-0.758895,0.010609,0.650907,399.267212,1726.677418,2067.687490
4570,38.083000,0.017045,-0.759432,0.010565,0.650278,395.245084,1726.503722,2069.781979
4571,38.092000,0.016676,-0.759469,0.010569,0.650243,391.409488,1726.336313,2071.924085
4572,38.100000,0.016587,-0.759878,0.010607,0.649767,387.347232,1726.096272,2074.099438
4573,38.108000,0.016315,-0.760248,0.010362,0.649346,383.350097,1725.828829,2076.275971
4574,38.117000,0.015722,-0.760041,0.010722,0.649597,379.455397,1725.796923,2078.365319
4575,38.125000,0.015409,-0.760952,0.010885,0.648534,375.141498,1725.594855,2080.419897
4576,38.133000,0.016717,-0.761043,0.010790,0.648396,370.850330,1725.068902,2082.883972
4577,38.142000,0.016405,-0.761044,0.010858,0.648401,366.788826,1724.937996,2085.129344
4578,38.150000,0.015770,-0.760891,0.010863,0.648597,362.874839,1724.853936,2087.455671
4579,38.158000,0.014974,-0.761411,0.010725,0.648008,358.977286,1724.759980,2089.516814
4580,38.167000,0.015320,-0.761663,0.011426,0.647692,354.762143,1724.497695,2091.744334
4581,38.175000,0.015415,-0.761992,0.011896,0.647293,350.626668,1724.305661,2093.972996
4582,38.183000,0.015357,-0.761885,0.012204,0.647416,346.708128,1724.243855,2096.325348
4583,38.192000,0.014322,-0.762389,0.012205,0.646845,342.856450,1724.238805,2098.502186
4584,38.200000,0.013018,-0.763010,0.012020,0.646144,339.037286,1724.307401,2100.697393
4585,38.208000,0.013035,-0.771448,0.004038,0.636146,334.066052,1722.990950,2103.571439
4586,38.217000,0.014828,-0.773803,0.002473,0.633248,329.245009,1722.366528,2106.203430
4587,38.225000,0.014211,-0.773929,0.002486,0.633107,325.496521,1722.540609,2108.551797
4588,38.233000,0.013284,-0.773614,0.002384,0.633513,321.976900,1722.640334,2110.867689
4589,38.242000,0.012696,-0.774186,0.001878,0.632828,318.205617,1722.716246,2113.316776
4590,38.250000,0.012265,-0.774589,0.001618,0.632345,314.530418,1722.884958,2115.775476
4591,38.258000,0.013063,-0.774634,0.001713,0.632273,310.563121,1722.971165,2118.476513
4592,38.267000,0.012713,-0.774952,0.001676,0.631890,306.903657,1723.150842,2121.026770
4593,38.275000,0.012357,-0.775780,0.001548,0.630881,302.966765,1723.298183,2123.559363
4594,38.283000,0.012272,-0.776612,0.002009,0.629857,298.901718,1723.444592,2126.008310
4595,38.292000,0.011474,-0.776704,0.001796,0.629759,295.383912,1723.793219,2128.647651
4596,38.300000,0.011106,-0.777125,0.001676,0.629246,291.582362,1724.112124,2131.373696
4597,38.308000,0.010630,-0.777682,0.001038,0.628567,287.819093,1724.482322,2134.219495
4598,38.317000,0.010565,-0.777837,0.001094,0.628376,283.966333,1724.789338,2136.955827
4599,38.325000,0.011047,-0.778721,0.002770,0.627267,279.329507,1725.104120,2139.386638
4600,38.333000,0.012486,-0.779744,0.005006,0.625954,274.336028,1725.340343,2141.880860
4601,38.342000,0.012020,-0.780373,0.005858,0.625172,270.277983,1725.756021,2144.504379
4602,38.350000,0.012801,-0.781496,0.005539,0.623754,266.062530,1725.895378,2147.461186
4603,38.358000,0.013329,-0.781496,0.005703,0.623742,262.243295,1726.034553,2150.389900
4604,38.367000,0.013641,-0.781646,0.005669,0.623548,258.449805,1726.224215,2153.363994
4605,38.375000,0.013575,-0.782095,0.005683,0.622985,254.553882,1726.490589,2156.305414
4606,38.383000,0.013784,-0.782524,0.005901,0.622439,250.521706,1726.839258,2159.236407
4607,38.392000,0.013932,-0.782587,0.005609,0.622360,246.606421,1727.130317,2162.228091
4608,38.400000,0.015153,-0.782903,0.006049,0.621930,242.183057,1727.405358,2165.268018
4609,38.408000,0.015974,-0.783412,0.006258,0.621266,237.824796,1727.742061,2168.181094
4610,38.417000,0.016795,-0.784130,0.006386,0.620337,233.495933,1728.025683,2171.095733
4611,38.425000,0.016892,-0.784301,0.005081,0.620130,229.824700,1728.262719,2174.270669
4612,38.433000,0.018128,-0.785050,0.004525,0.619150,225.613098,1728.256794,2177.258396
4613,38.442000,0.018317,-0.784949,0.003635,0.619279,221.940640,1728.424295,2180.351143
4614,38.450000,0.018569,-0.785381,0.003935,0.618722,217.829556,1728.697766,2183.112973
4615,38.458000,0.018435,-0.786193,0.003726,0.617695,213.873508,1728.939897,2185.781120
4616,38.467000,0.019723,-0.786992,0.004168,0.616634,209.479242,1728.864553,2188.366718
4617,38.475000,0.021341,-0.788070,0.004273,0.615200,205.059793,1728.688515,2190.926108
4618,38.483000,0.023158,-0.788799,0.005488,0.614191,200.446334,1728.614642,2193.435722
4619,38.492000,0.023268,-0.789740,0.004581,0.612983,196.502140,1728.517571,2196.004512
4620,38.500000,0.024233,-0.790495,0.004847,0.611970,192.163373,1728.236368,2198.380330
4621,38.508000,0.026211,-0.791333,0.005172,0.610802,187.456022,1727.841217,2200.755516
4622,38.517000,0.027375,-0.792251,0.005475,0.609556,183.165001,1727.592878,2203.028349
4623,38.525000,0.028334,-0.793354,0.005390,0.608077,179.095330,1727.190323,2205.252016
4624,38.533000,0.030071,-0.793576,0.006104,0.607697,174.746189,1726.693780,2207.520579
4625,38.542000,0.031117,-0.794104,0.006822,0.606946,170.359879,1726.406996,2209.652102
4626,38.550000,0.031041,-0.794630,0.005805,0.606272,166.561539,1726.124484,2211.826211
4627,38.558000,0.033178,-0.795266,0.006310,0.605319,161.818710,1725.564090,2213.867355
4628,38.567000,0.033995,-0.795964,0.006302,0.604356,157.463910,1725.310004,2215.840078
4629,38.575000,0.033367,-0.795710,0.003848,0.604746,154.292405,1725.104281,2218.285450
4630,38.583000,0.035347,-0.796078,0.003881,0.604149,149.550633,1724.636674,2220.275550
4631,38.592000,0.035601,-0.796206,0.002212,0.603973,145.725484,1724.450809,2222.340491
4632,38.600000,0.036692,-0.796244,0.002112,0.603858,141.314583,1724.259176,2224.169132
4633,38.608000,0.038100,-0.796720,0.000211,0.603147,136.990283,1723.828954,2226.323778
4634,38.617000,0.035339,-0.797781,-0.002915,0.601903,133.832724,1724.252424,2227.912776
4635,38.625000,0.036397,-0.797264,-0.005280,0.602509,130.068867,1723.918273,2230.306782
4636,38.633000,0.038899,-0.796753,-0.007541,0.603005,126.032801,1723.188121,2232.771268
4637,38.642000,0.039660,-0.796615,-0.008761,0.603121,122.028116,1723.001529,2234.645214
4638,38.650000,0.040565,-0.796169,-0.009135,0.603644,117.920692,1722.836859,2236.398676
4639,38.658000,0.041067,-0.796477,-0.009569,0.603196,113.642277,1722.734436,2237.901444
4640,38.667000,0.042107,-0.796546,-0.010128,0.603024,109.355981,1722.490698,2239.514529
4641,38.675000,0.042731,-0.796515,-0.011174,0.603003,105.296690,1722.395102,2241.150694
4642,38.683000,0.042398,-0.796971,-0.012524,0.602397,101.403758,1722.492572,2242.591062
4643,38.692000,0.044671,-0.797289,-0.014031,0.601780,96.926431,1721.980003,2244.449404
4644,38.700000,0.047148,-0.797210,-0.013033,0.601717,92.072190,1721.671070,2245.747016
4645,38.708000,0.047734,-0.797195,-0.014983,0.601646,88.309823,1721.492426,2247.477315
4646,38.717000,0.049556,-0.798057,-0.015223,0.600347,83.635557,1721.147956,2248.781557
4647,38.725000,0.050594,-0.798560,-0.017117,0.599540,79.770186,1720.725856,2250.323003
4648,38.733000,0.052344,-0.798969,-0.018395,0.598807,75.628087,1720.182167,2251.820507
4649,38.742000,0.054423,-0.799989,-0.019230,0.597233,71.073489,1719.568348,2253.103068
4650,38.750000,0.056885,-0.800387,-0.020262,0.596435,66.671859,1718.832106,2254.615840
4651,38.758000,0.058280,-0.800861,-0.022141,0.595597,62.690715,1718.192945,2256.043293
4652,38.767000,0.061565,-0.801542,-0.022845,0.594321,57.833873,1717.237118,2257.400217
4653,38.775000,0.063944,-0.802289,-0.024467,0.592997,53.334942,1716.351848,2258.792760
4654,38.783000,0.066571,-0.802161,-0.025807,0.592824,48.946450,1715.403819,2260.262758
4655,38.792000,0.069453,-0.803192,-0.027402,0.591023,44.134517,1714.285338,2261.466816
4656,38.800000,0.072194,-0.803552,-0.028887,0.590134,39.473506,1713.212964,2262.800982
4657,38.808000,0.073825,-0.804070,-0.030931,0.589122,34.984566,1712.306939,2264.093852
4658,38.817000,0.075575,-0.804144,-0.032312,0.588724,30.406884,1711.350056,2265.345159
4659,38.825000,0.078201,-0.804448,-0.033682,0.587889,25.604278,1710.098715,2266.558771
4660,38.833000,0.080982,-0.804762,-0.035624,0.586967,20.774728,1708.610532,2267.889323
4661,38.842000,0.084144,-0.804393,-0.037091,0.586938,15.946488,1707.060839,2269.200489
4662,38.850000,0.086610,-0.804175,-0.038381,0.586794,11.152486,1705.679335,2270.412812
4663,38.858000,0.089167,-0.803637,-0.039797,0.587054,6.242637,1704.184168,2271.729509
4664,38.867000,0.090940,-0.803258,-0.041877,0.587156,1.462438,1702.811701,2273.007731
4665,38.875000,0.093453,-0.802444,-0.044042,0.587717,-3.239399,1701.254570,2274.321085
4666,38.883000,0.094978,-0.801208,-0.046270,0.588985,-7.731579,1699.844147,2275.618686
4667,38.892000,0.098547,-0.800097,-0.048648,0.589718,-12.531440,1698.031974,2277.055039
4668,38.900000,0.101366,-0.799063,-0.049847,0.590541,-17.581155,1696.378066,2278.094983
4669,38.908000,0.105410,-0.798668,-0.051038,0.590266,-23.196474,1694.423108,2279.157985
4670,38.917000,0.108005,-0.796559,-0.052257,0.592535,-27.955940,1692.631469,2280.398020
4671,38.925000,0.109720,-0.794604,-0.053921,0.594692,-32.509821,1690.928476,2281.591157
4672,38.933000,0.112220,-0.792364,-0.055676,0.597048,-37.031505,1689.054788,2282.845775
4673,38.942000,0.113647,-0.790678,-0.057123,0.598874,-41.678120,1687.351567,2283.799763
4674,38.950000,0.116962,-0.790391,-0.057702,0.598558,-47.426528,1685.324359,2284.538749
4675,38.958000,0.115335,-0.785568,-0.058213,0.605138,-50.411672,1684.312392,2285.378182
4676,38.967000,0.116728,-0.783736,-0.058727,0.607193,-55.302219,1682.667376,2286.057316
4677,38.975000,0.119578,-0.784122,-0.063304,0.605678,-60.531460,1680.191650,2287.263407
4678,38.983000,,,,,,,
4679,38.992000,0.119683,-0.777448,-0.069568,0.613524,-67.327542,1676.742144,2289.421293
4680,39.000000,0.120212,-0.775548,-0.071957,0.615546,-71.623301,1674.930052,2289.994127
4681,39.008000,0.123583,-0.777150,-0.075439,0.612433,-77.980954,1672.221439,2290.420715
4682,39.017000,,,,,,,
4683,39.025000,0.159135,-0.755310,-0.076200,0.631170,-89.798605,1660.383509,2298.147804
4684,39.033000,0.155423,-0.754192,-0.078792,0.633111,-93.614473,1659.807244,2297.948280
4685,39.042000,0.142307,-0.759912,-0.081360,0.629017,-97.784947,1662.095502,2295.511044
4686,39.050000,0.141975,-0.758789,-0.083164,0.630211,-102.514358,1660.584200,2295.471641
4687,39.058000,0.141845,-0.757070,-0.084691,0.632102,-107.057788,1658.989507,2295.436283
4688,39.067000,0.141375,-0.755348,-0.086149,0.634067,-111.440268,1657.556928,2295.295566
4689,39.075000,0.140596,-0.753813,-0.087844,0.635832,-115.800562,1656.239327,2295.047600
4690,39.083000,0.139668,-0.752360,-0.089703,0.637495,-120.193699,1654.945142,2294.762736
4691,39.092000,0.139006,-0.751557,-0.091965,0.638264,-124.751082,1653.507569,2294.377761
4692,39.100000,0.137830,-0.750516,-0.093825,0.639473,-129.116796,1652.343064,2293.889265
4693,39.108000,0.136700,-0.750005,-0.096124,0.639973,-133.551151,1651.049542,2293.246912
4694,39.117000,0.136100,-0.749635,-0.098658,0.640149,-138.067949,1649.706273,2292.642179
4695,39.125000,0.135016,-0.749190,-0.101619,0.640437,-142.393589,1648.342800,2292.062150
4696,39.133000,0.134272,-0.748817,-0.103924,0.640659,-146.820162,1647.013621,2291.348309
4697,39.142000,0.134161,-0.749390,-0.106746,0.639547,-151.574475,1645.509589,2290.526421
4698,39.150000,0.133639,-0.749290,-0.109272,0.639347,-156.161126,1644.112098,2289.740239
4699,39.158000,0.133084,-0.748913,-0.111606,0.639501,-160.673298,1642.741604,2289.025516
4700,39.167000,0.132933,-0.748949,-0.113875,0.639091,-165.408623,1641.239017,2288.334814
4701,39.175000,0.133593,-0.748974,-0.116331,0.638481,-170.193302,1639.500065,2287.613300
4702,39.183000,0.131285,-0.746264,-0.116848,0.642029,-173.526325,1638.846844,2286.646056
4703,39.192000,0.129731,-0.743710,-0.117443,0.645191,-177.051339,1637.836699,2285.793732
4704,39.200000,0.130364,-0.745639,-0.120104,0.642341,-182.554800,1635.782187,2284.916150
4705,39.208000,0.129506,-0.745410,-0.120779,0.642654,-186.906531,1634.478389,2283.784549
4706,39.217000,0.129848,-0.745403,-0.121848,0.642392,-191.533193,1632.754916,2282.856376
