Format Version,1.23,Take Name,1 Lampe schwarzer Raum 60 1 Diff 1m_solved,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-05-09 05.51.08.283,Capture Start Frame,2708636,Total Frames in Take,15266,Total Exported Frames,15266,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Belichtungsmesser,Quikpunch,Quikpunch,Quikpunch,Quikpunch,Quikpunch,Quikpunch,Quikpunch
,ID,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,CB533F304BA611F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0,772F91124BA711F1291E8F4A9A9044A0
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,0.125251,0.185718,-0.123847,0.966687,-3491.323814,1338.579357,-2517.325543,0.014230,-0.696961,0.008804,0.716914,-28.894422,1556.667406,998.471531
1,0.008000,0.125383,0.185743,-0.124142,0.966627,-3491.157814,1338.436722,-2517.215805,0.014251,-0.696966,0.008804,0.716908,-28.895431,1556.667093,998.468807
2,0.017000,0.125383,0.185948,-0.124123,0.966590,-3491.039749,1338.431994,-2517.253682,0.014250,-0.696967,0.008825,0.716908,-28.898821,1556.663185,998.465692
3,0.025000,0.125607,0.186010,-0.124043,0.966559,-3490.925223,1338.409589,-2517.234675,0.014259,-0.696983,0.008819,0.716892,-28.891641,1556.666499,998.465623
4,0.033000,0.125571,0.185730,-0.124222,0.966595,-3490.738343,1338.318528,-2517.109729,0.014253,-0.696989,0.008835,0.716886,-28.894349,1556.662671,998.459778
5,0.042000,0.125419,0.185635,-0.124559,0.966589,-3490.530318,1338.186002,-2517.020314,0.014243,-0.696990,0.008804,0.716885,-28.888677,1556.667703,998.462399
6,0.050000,0.125607,0.185629,-0.124676,0.966551,-3490.379860,1338.196683,-2517.083678,0.014246,-0.696987,0.008822,0.716888,-28.895467,1556.667253,998.462886
7,0.058000,0.125864,0.186286,-0.125139,0.966331,-3490.231153,1338.079187,-2517.172606,0.014271,-0.697012,0.008797,0.716863,-28.889460,1556.664020,998.452661
8,0.067000,0.125960,0.185886,-0.125470,0.966353,-3490.037549,1337.993239,-2516.995174,0.014257,-0.696994,0.008846,0.716880,-28.889692,1556.662326,998.456941
9,0.075000,0.125336,0.186215,-0.125788,0.966329,-3489.940313,1338.000297,-2517.110008,0.014235,-0.696962,0.008833,0.716912,-28.892933,1556.661095,998.462115
10,0.083000,0.125544,0.186541,-0.125876,0.966228,-3489.877866,1338.064252,-2517.208684,0.014257,-0.696986,0.008866,0.716888,-28.894857,1556.654200,998.461067
11,0.092000,0.125931,0.185159,-0.125855,0.966446,-3489.694951,1338.103691,-2516.807062,0.014279,-0.696997,0.008826,0.716878,-28.890265,1556.665640,998.462315
