meter_frame;measured_lux;calculated_lux;delta_lux;error_pct;error_stops;dist_to_fix_m;gamma_fix_deg;meter_tx;meter_ty;meter_tz;meter_qx;meter_qy;meter_qz;meter_qw;calculated_lux_ff;delta_lux_ff;error_pct_ff;error_stops_ff;calculated_lux_kern_10deg;delta_lux_kern_10deg;error_pct_kern_10deg;error_stops_kern_10deg;calculated_lux_kern_5deg;delta_lux_kern_5deg;error_pct_kern_5deg;error_stops_kern_5deg;calculated_lux_revf;delta_lux_revf;error_pct_revf;error_stops_revf
4115;1197.0000;1650.3289;453.3289;37.8721;0.4633;1.6422;18.030;-1564.816528;1024.643433;1245.554321;0.402246;-0.658903;0.243399;-0.587198;1178.4628;-18.5372;-1.5486;-0.0225;1064.9952;-132.0048;-11.0280;-0.1686;1157.9756;-39.0244;-3.2602;-0.0478;1214.1633;17.1633;1.4339;0.0205
4119;1197.0000;1645.4608;448.4608;37.4654;0.4591;1.6527;17.474;-1580.589233;1021.801636;1207.777222;0.398811;-0.656152;0.249495;-0.590056;1184.8986;-12.1014;-1.0110;-0.0147;1066.9203;-130.0797;-10.8671;-0.1660;1155.6195;-41.3805;-3.4570;-0.0508;1197.5946;0.5946;0.0497;0.0007
4121;1197.0000;1649.1080;452.1080;37.7701;0.4623;1.6547;17.255;-1584.883667;1020.921631;1188.718018;0.396509;-0.651454;0.252980;-0.595307;1193.6138;-3.3862;-0.2829;-0.0041;1071.6798;-125.3202;-10.4695;-0.1595;1158.7677;-38.2323;-3.1940;-0.0468;1194.7479;-2.2521;-0.1881;-0.0027
4125;1197.0000;1643.7025;446.7025;37.3185;0.4575;1.6614;16.891;-1595.253662;1018.731262;1151.791748;0.390931;-0.649253;0.258616;-0.598966;1197.7131;0.7131;0.0596;0.0009;1073.2225;-123.7775;-10.3406;-0.1575;1156.7357;-40.2643;-3.3638;-0.0494;1181.8871;-15.1129;-1.2626;-0.0183
4128;1197.0000;1644.4816;447.4816;37.3836;0.4582;1.6631;16.706;-1599.161011;1017.529419;1123.659668;0.386573;-0.642878;0.263588;-0.606457;1198.8602;1.8602;0.1554;0.0022;1078.1117;-118.8883;-9.9322;-0.1509;1159.6177;-37.3823;-3.1230;-0.0458;1178.3439;-18.6561;-1.5586;-0.0227
4130;1197.0000;1642.6869;445.6869;37.2337;0.4566;1.6648;16.590;-1602.286133;1017.219482;1104.540771;0.383241;-0.641205;0.265647;-0.609438;1197.9913;0.9913;0.0828;0.0012;1079.8424;-117.1576;-9.7876;-0.1486;1159.8848;-37.1152;-3.1007;-0.0454;1174.5541;-22.4459;-1.8752;-0.0273
4139;1197.0000;1634.9271;437.9271;36.5854;0.4498;1.6661;16.571;-1605.881226;1013.861877;1014.910950;0.371219;-0.628989;0.280335;-0.622882;1197.0061;0.0061;0.0005;0.0000;1082.5421;-114.4579;-9.5621;-0.1450;1159.5226;-37.4774;-3.1309;-0.0459;1166.3066;-30.6934;-2.5642;-0.0375
4161;1197.0000;1555.5804;358.5804;29.9566;0.3780;1.6779;18.225;-1608.816528;1022.385681;800.069397;0.353571;-0.599533;0.304870;-0.650078;1199.8817;2.8817;0.2407;0.0035;1022.0671;-174.9329;-14.6143;-0.2279;1102.9587;-94.0413;-7.8564;-0.1180;1148.9298;-48.0702;-4.0159;-0.0591
4178;1097.0000;1442.9078;345.9078;31.5322;0.3954;1.7068;20.187;-1621.484985;1040.281372;659.004395;0.357076;-0.575077;0.309798;-0.667689;1025.2974;-71.7026;-6.5362;-0.0975;948.9092;-148.0908;-13.4996;-0.2092;1025.3724;-71.6276;-6.5294;-0.0974;1057.9696;-39.0304;-3.5579;-0.0523
4186;997.0000;1378.0826;381.0826;38.2229;0.4670;1.7287;21.028;-1635.391846;1055.995117;596.448425;0.361063;-0.556611;0.307541;-0.682083;948.8922;-48.1078;-4.8253;-0.0713;911.9650;-85.0350;-8.5291;-0.1286;983.1617;-13.8383;-1.3880;-0.0202;990.0777;-6.9223;-0.6943;-0.0101
4202;897.0000;1223.9034;326.9034;36.4441;0.4483;1.7636;22.972;-1649.139160;1076.030151;490.322327;0.355307;-0.533550;0.310463;-0.701922;878.4358;-18.5642;-2.0696;-0.0302;834.8232;-62.1768;-6.9316;-0.1036;888.5583;-8.4417;-0.9411;-0.0136;868.9786;-28.0214;-3.1239;-0.0458
4217;797.0000;1098.6544;301.6544;37.8487;0.4631;1.7678;24.990;-1630.557495;1092.313477;408.372223;0.347284;-0.498113;0.308448;-0.732213;757.2543;-39.7457;-4.9869;-0.0738;786.7781;-10.2219;-1.2825;-0.0186;813.2403;16.2403;2.0377;0.0291;793.4604;-3.5396;-0.4441;-0.0064
4234;637.0000;862.1759;225.1759;35.3494;0.4367;1.7650;27.947;-1590.730835;1109.343750;306.146912;0.326902;-0.461555;0.323793;-0.758459;660.9611;23.9611;3.7615;0.0533;710.9596;73.9596;11.6106;0.1585;672.7606;35.7606;5.6139;0.0788;665.7859;28.7859;4.5190;0.0638
4251;417.0000;616.3534;199.3534;47.8066;0.5637;1.7695;30.835;-1555.002563;1144.392456;201.649872;0.299529;-0.450579;0.330099;-0.773495;1056.4957;639.4957;153.3563;1.3412;623.8497;206.8497;49.6042;0.5812;518.5953;101.5953;24.3634;0.3146;521.4761;104.4761;25.0542;0.3226
4267;257.0000;382.0421;125.0421;48.6545;0.5720;1.7999;33.554;-1540.097778;1184.361450;93.137794;0.284862;-0.434016;0.322630;-0.791450;286.6208;29.6208;11.5256;0.1574;526.2237;269.2237;104.7563;1.0339;378.4791;121.4791;47.2681;0.5584;316.2544;59.2544;23.0562;0.2993
4284;137.0000;198.9207;61.9207;45.1976;0.5380;1.8472;36.250;-1535.175781;1243.602417;-24.472836;0.247050;-0.416912;0.291335;-0.824787;152.0247;15.0247;10.9669;0.1501;427.1944;290.1944;211.8207;1.6407;262.1701;125.1701;91.3650;0.9363;172.8168;35.8168;26.1437;0.3351
4302;50.0000;69.6342;19.6342;39.2684;0.4779;1.8751;39.430;-1499.152954;1303.803833;-137.578400;0.201600;-0.396375;0.266808;-0.855019;28.7426;-21.2574;-42.5147;-0.7987;331.2592;281.2592;562.5185;2.7280;164.6164;114.6164;229.2328;1.7191;77.7643;27.7643;55.5286;0.6372
4319;12.0000;13.4322;1.4322;11.9347;0.1627;1.8826;42.731;-1438.185425;1355.988037;-233.226730;0.162565;-0.389369;0.233906;-0.875929;6.6987;-5.3013;-44.1776;-0.8411;247.4709;235.4709;1962.2579;4.3662;91.3931;79.3931;661.6096;2.9291;22.8483;10.8483;90.4026;0.9291
4336;8.0000;5.0654;-2.9346;-36.6821;-0.6593;1.9015;45.679;-1387.161499;1382.759766;-320.392334;0.139828;-0.365401;0.239232;-0.888650;7.5935;-0.4065;-5.0816;-0.0752;180.0303;172.0303;2150.3789;4.4921;46.9997;38.9997;487.4961;2.5546;8.9568;0.9568;11.9602;0.1630
4352;7.0000;3.9604;-3.0396;-43.4234;-0.8217;1.9433;47.572;-1372.883301;1410.779907;-397.044189;0.107141;-0.324619;0.201200;-0.917966;6.9807;-0.0193;-0.2757;-0.0040;138.6736;131.6736;1881.0514;4.3082;28.4752;21.4752;306.7885;2.0243;7.2975;0.2975;4.2493;0.0600
4370;6.3000;3.2412;-3.0588;-48.5527;-0.9588;1.9746;49.469;-1348.748901;1461.324707;-466.284241;0.075309;-0.324429;0.166283;-0.928130;7.2605;0.9605;15.2463;0.2047;105.8226;99.5226;1579.7244;4.0702;16.7888;10.4888;166.4885;1.4141;7.3521;1.0521;16.7005;0.2228
4423;6.0000;0.2481;-5.7519;-95.8652;-4.5961;1.8920;56.548;-1115.557861;1592.119751;-548.709167;0.050018;-0.299150;0.065716;-0.950625;6.0031;0.0031;0.0510;0.0007;42.0603;36.0603;601.0053;2.8094;6.5084;0.5084;8.4737;0.1173;5.8794;-0.1206;-2.0098;-0.0293
4440;4.6000;0.0000;-4.6000;-100.0000;-12.1674;1.8725;59.948;-1012.225708;1612.972778;-592.757141;0.049914;-0.266480;0.050701;-0.961211;4.5973;-0.0027;-0.0590;-0.0009;26.0253;21.4253;465.7663;2.5002;5.6109;1.0110;21.9772;0.2866;4.8209;0.2209;4.8017;0.0677
4456;4.0000;0.0000;-4.0000;-100.0000;-11.9658;1.8779;63.392;-917.718323;1629.934082;-652.808167;0.044979;-0.232186;0.037377;-0.970912;4.0000;-0.0000;-0.0012;-0.0000;16.1066;12.1066;302.6662;2.0096;4.8286;0.8286;20.7160;0.2716;3.8712;-0.1288;-3.2188;-0.0472
4473;2.7000;0.0000;-2.7000;-100.0000;-11.3987;1.8748;66.872;-814.543091;1639.880615;-700.322815;0.046130;-0.207026;0.032449;-0.976708;2.7000;-0.0000;-0.0009;-0.0000;10.6372;7.9372;293.9699;1.9781;4.2057;1.5057;55.7660;0.6394;2.7550;0.0550;2.0386;0.0291
4779;1.7000;0.0000;-1.7000;-100.0000;-10.7313;1.1074;74.636;-366.185547;2031.623901;60.900570;-0.156306;-0.294994;-0.059396;-0.940755;1.7001;0.0001;0.0088;0.0001;23.5297;21.8297;1284.1002;3.7909;15.1174;13.4174;789.2591;3.1526;2.2242;0.5242;30.8361;0.3878
4782;3.0000;0.0000;-3.0000;-100.0000;-11.5507;1.0916;74.188;-369.649994;2029.847656;79.940613;-0.156035;-0.302217;-0.041755;-0.939454;3.0000;0.0000;0.0008;0.0000;24.7586;21.7586;725.2861;3.0449;15.7366;12.7366;424.5538;2.3911;2.5701;-0.4299;-14.3286;-0.2231
4799;8.0000;0.0000;-8.0000;-100.0000;-12.9658;1.0057;70.442;-405.781647;2031.933350;201.056778;-0.179642;-0.354871;0.012703;-0.917406;8.0000;-0.0000;-0.0004;-0.0000;36.0979;28.0979;351.2240;2.1738;20.5050;12.5050;156.3119;1.3579;7.2696;-0.7304;-9.1305;-0.1381
4815;13.0000;0.0000;-13.0000;-100.0000;-13.6662;0.9757;65.334;-474.512787;2039.616821;282.561340;-0.197660;-0.401465;0.027303;-0.893874;13.0001;0.0001;0.0004;0.0000;56.2339;43.2339;332.5685;2.1129;25.0035;12.0035;92.3346;0.9436;11.3389;-1.6611;-12.7775;-0.1972
4833;20.0000;0.0000;-20.0000;-100.0000;-14.2877;0.9823;58.663;-576.385559;2030.506470;340.404938;-0.212673;-0.449681;0.035529;-0.866773;19.9937;-0.0063;-0.0313;-0.0005;113.1071;93.1071;465.5353;2.4996;29.6980;9.6980;48.4899;0.5704;18.1196;-1.8804;-9.4019;-0.1424
4849;23.0000;4.7905;-18.2095;-79.1717;-2.2634;0.9930;53.975;-648.500366;2041.164062;398.656494;-0.217645;-0.478616;0.053929;-0.848910;22.9997;-0.0003;-0.0015;-0.0000;202.0509;179.0509;778.4820;3.1350;35.8026;12.8026;55.6634;0.6384;24.6863;1.6863;7.3315;0.1021
4866;29.0000;10.9919;-18.0081;-62.0968;-1.3996;0.9770;50.813;-680.420044;2057.129883;476.915009;-0.223632;-0.522069;0.054900;-0.821230;28.9997;-0.0003;-0.0011;-0.0000;311.2071;282.2071;973.1279;3.4238;47.5204;18.5204;63.8636;0.7125;27.4592;-1.5408;-5.3130;-0.0788
4883;37.0000;15.9702;-21.0298;-56.8372;-1.2121;0.9139;48.532;-665.379150;2054.766113;580.689392;-0.244036;-0.560887;0.107317;-0.783795;36.5655;-0.4345;-1.1744;-0.0170;474.3500;437.3500;1182.0271;3.6804;71.9899;34.9899;94.5672;0.9603;33.4200;-3.5800;-9.6756;-0.1468
4900;50.0000;21.5469;-28.4531;-56.9063;-1.2145;0.8636;46.419;-652.863342;2067.168213;700.794739;-0.287596;-0.543252;0.159268;-0.772528;49.6652;-0.3348;-0.6696;-0.0097;703.3680;653.3680;1306.7361;3.8143;108.8444;58.8444;117.6889;1.1223;38.6495;-11.3505;-22.7009;-0.3715
4917;147.0000;46.3278;-100.6722;-68.4845;-1.6659;0.8374;43.369;-663.328125;2059.009766;799.913879;-0.304742;-0.523821;0.216727;-0.765358;127.4040;-19.5960;-13.3306;-0.2064;1098.8301;951.8301;647.5034;2.9021;179.7395;32.7395;22.2718;0.2901;93.6603;-53.3397;-36.2855;-0.6503
4934;177.0000;137.3967;-39.6033;-22.3747;-0.3654;0.8575;41.128;-698.559021;2076.382812;899.711304;-0.286217;-0.546286;0.254213;-0.745001;202.2616;25.2616;14.2721;0.1925;1377.7880;1200.7880;678.4113;2.9605;230.4505;53.4505;30.1980;0.3807;198.3464;21.3464;12.0601;0.1643
4968;54.0000;32.2630;-21.7370;-40.2538;-0.7431;0.8790;44.123;-680.488342;2131.857910;1097.458008;-0.227807;-0.683904;0.252847;-0.645328;59.5785;5.5785;10.3305;0.1418;881.7493;827.7493;1532.8691;4.0293;112.9512;58.9512;109.1688;1.0647;65.4583;11.4583;21.2191;0.2776
4985;37.0000;22.5401;-14.4599;-39.0808;-0.7150;0.8921;45.903;-667.536865;2136.875000;1208.387085;-0.167302;-0.765800;0.230278;-0.576656;37.2142;0.2142;0.5790;0.0083;676.4124;639.4124;1728.1416;4.1923;109.8929;72.8929;197.0078;1.5705;37.3420;0.3420;0.9243;0.0133
5003;32.0000;18.8444;-13.1556;-41.1112;-0.7639;0.9371;47.045;-680.206909;2114.462891;1367.375366;-0.139579;-0.843220;0.185513;-0.484852;32.1061;0.1061;0.3315;0.0048;543.1053;511.1053;1597.2040;4.0851;106.1849;74.1849;231.8280;1.7304;31.6358;-0.3642;-1.1383;-0.0165
5019;25.0000;14.0403;-10.9597;-43.8388;-0.8324;0.9817;49.770;-670.360840;2081.233398;1519.169556;-0.093600;-0.870014;0.139369;-0.463563;25.0001;0.0001;0.0003;0.0000;374.1049;349.1049;1396.4196;3.9034;73.4128;48.4128;193.6512;1.5541;27.9204;2.9204;11.6815;0.1594
5037;17.0000;4.5389;-12.4611;-73.3006;-1.9051;1.0283;54.662;-626.673157;2064.629883;1659.196289;-0.079467;-0.899753;0.070080;-0.423341;16.9998;-0.0002;-0.0012;-0.0000;202.4377;185.4377;1090.8101;3.5739;33.4467;16.4467;96.7454;0.9763;20.3096;3.3096;19.4683;0.2566
5053;11.0000;0.0000;-11.0000;-100.0000;-13.4252;1.0480;60.036;-552.797363;2062.336426;1748.727661;-0.078698;-0.927442;0.045197;-0.362788;10.9432;-0.0568;-0.5162;-0.0075;105.0429;94.0429;854.9354;3.2554;24.5570;13.5570;123.2453;1.1586;13.2699;2.2699;20.6353;0.2707
5073;8.0000;0.0000;-8.0000;-100.0000;-12.9658;1.0359;65.248;-459.183868;2013.646851;1819.838623;-0.079145;-0.945660;0.072967;-0.306821;8.0000;-0.0000;-0.0004;-0.0000;61.0413;53.0413;663.0167;2.9317;23.1876;15.1876;189.8456;1.5353;9.1414;1.1414;14.2674;0.1924
5123;6.0000;0.0000;-6.0000;-100.0000;-12.5507;1.0992;67.733;-431.238251;1847.233765;1978.257935;-0.009172;-0.980116;0.043513;-0.193378;6.0000;0.0000;0.0007;0.0000;40.7734;34.7734;579.5570;2.7646;18.1053;12.1053;201.7547;1.5934;6.1667;0.1667;2.7776;0.0395
5273;1.4000;0.0000;-1.4000;-100.0000;-10.4512;1.3652;69.275;-462.392548;1098.774536;2212.563721;0.589680;-0.761526;0.160578;-0.215803;1.4001;0.0001;0.0037;0.0001;58.1763;56.7763;4055.4536;5.3769;42.2931;40.8931;2920.9380;4.9169;3.1584;1.7584;125.5992;1.1738
5276;3.6000;0.0000;-3.6000;-100.0000;-11.8138;1.3716;68.663;-477.584473;1074.910400;2205.083008;0.597739;-0.752127;0.170099;-0.219270;3.6000;0.0000;0.0009;0.0000;60.9376;57.3376;1592.7100;4.0813;43.8123;40.2123;1117.0096;3.6053;3.2231;-0.3769;-10.4683;-0.1595
5293;4.0000;0.0000;-4.0000;-100.0000;-11.9658;1.4025;65.092;-565.671814;938.728394;2141.553467;0.637623;-0.694522;0.234870;-0.236457;4.0000;-0.0000;-0.0009;-0.0000;77.7454;73.7454;1843.6351;4.2807;52.1862;48.1862;1204.6553;3.7056;4.5416;0.5416;13.5399;0.1832
5309;5.0000;0.0000;-5.0000;-100.0000;-12.2877;1.4348;61.296;-662.082092;835.379150;2070.005127;0.678141;-0.644989;0.267073;-0.229752;4.9999;-0.0001;-0.0015;-0.0000;98.5270;93.5270;1870.5404;4.3005;60.0350;55.0350;1100.7000;3.5858;5.8537;0.8537;17.0731;0.2274
5327;6.0000;0.5183;-5.4817;-91.3618;-3.5331;1.4752;57.603;-762.085327;753.548401;2001.057983;0.703203;-0.600446;0.297355;-0.237805;6.0274;0.0274;0.4565;0.0066;121.3772;115.3772;1922.9539;4.3384;67.0330;61.0330;1017.2173;3.4818;7.1654;1.1654;19.4233;0.2561
5344;7.0000;2.0638;-4.9362;-70.5174;-1.7621;1.5173;54.511;-851.770264;687.725037;1937.734863;0.720837;-0.557206;0.331615;-0.244838;6.9998;-0.0002;-0.0023;-0.0000;140.8562;133.8562;1912.2308;4.3307;73.6577;66.6577;952.2529;3.3954;8.1542;1.1542;16.4879;0.2202
5397;14.0000;15.0611;1.0611;7.5790;0.1054;1.6846;42.896;-1207.190552;537.714111;1650.069824;0.766505;-0.438079;0.381823;-0.273437;19.4199;5.4199;38.7134;0.4721;245.2086;231.2086;1651.4904;4.1305;134.7588;120.7588;862.5626;3.2669;17.9863;3.9863;28.4732;0.3615
5414;29.0000;33.8827;4.8827;16.8370;0.2245;1.7512;40.930;-1296.348999;483.881104;1567.099365;0.761558;-0.417621;0.418685;-0.265188;10.5529;-18.4471;-63.6107;-1.4584;249.9973;220.9973;762.0596;3.1078;137.6269;108.6269;374.5756;2.2466;37.1665;8.1665;28.1603;0.3579
5435;54.0000;70.8521;16.8521;31.2077;0.3919;1.8443;39.130;-1403.723267;424.441803;1492.290039;0.761429;-0.363210;0.447951;-0.296048;72.2130;18.2130;33.7277;0.4193;265.7243;211.7243;392.0821;2.2989;145.6091;91.6091;169.6464;1.4311;66.7167;12.7167;23.5494;0.3051
5448;87.0000;117.4568;30.4568;35.0078;0.4330;1.8893;37.804;-1466.734863;401.416229;1424.906494;0.752505;-0.340606;0.456453;-0.330719;46.4544;-40.5456;-46.6042;-0.9052;287.0739;200.0739;229.9700;1.7223;156.7213;69.7213;80.1394;0.8491;94.2860;7.2860;8.3748;0.1160
5465;107.0000;159.1821;52.1821;48.7683;0.5731;1.9350;36.850;-1523.602051;367.785492;1332.052612;0.775427;-0.227372;0.446069;-0.384757;97.3314;-9.6686;-9.0361;-0.1366;317.2112;210.2112;196.4590;1.5678;172.7376;65.7376;61.4370;0.6910;120.3952;13.3952;12.5189;0.1702
5516;147.0000;196.4389;49.4389;33.6319;0.4183;2.0052;35.624;-1605.804321;343.017242;1274.226074;0.855802;-0.027289;0.399486;-0.327519;118.9562;-28.0438;-19.0774;-0.3054;313.8779;166.8779;113.5224;1.0944;171.6056;24.6056;16.7385;0.2233;143.2096;-3.7904;-2.5785;-0.0377
5533;197.0000;263.6393;66.6393;33.8270;0.4204;2.0501;33.991;-1678.355957;347.190918;1183.020020;0.838940;-0.044779;0.430924;-0.329361;209.7971;12.7971;6.4960;0.0908;337.5518;140.5518;71.3461;0.7769;188.8483;-8.1517;-4.1379;-0.0610;192.8995;-4.1005;-2.0815;-0.0303
5567;207.0000;292.9536;85.9536;41.5235;0.5010;2.0674;33.244;-1715.778320;360.187134;894.775757;0.800487;-0.085912;0.484687;-0.341933;194.7180;-12.2820;-5.9333;-0.0882;352.0627;145.0627;70.0786;0.7662;205.6171;-1.3829;-0.6681;-0.0097;217.3609;10.3609;5.0053;0.0705
5584;227.0000;310.8611;83.8611;36.9432;0.4536;2.0698;32.855;-1730.680542;398.224152;755.310547;0.785458;-0.085693;0.492483;-0.364929;221.9373;-5.0627;-2.2303;-0.0325;361.7797;134.7797;59.3743;0.6724;222.0831;-4.9169;-2.1660;-0.0316;233.6721;6.6721;2.9392;0.0418
5601;237.0000;321.2488;84.2488;35.5480;0.4388;2.1037;32.451;-1773.286621;446.058197;596.760437;0.759553;-0.101610;0.521893;-0.374677;261.4517;24.4517;10.3172;0.1417;362.2810;125.2810;52.8612;0.6122;235.7788;-1.2212;-0.5153;-0.0075;245.9427;8.9427;3.7733;0.0534
5618;197.0000;275.1164;78.1164;39.6530;0.4818;2.1507;33.120;-1806.703369;499.737427;399.458252;0.722431;-0.136606;0.535724;-0.415248;196.6456;-0.3544;-0.1799;-0.0026;337.7221;140.7221;71.4325;0.7776;219.6018;22.6018;11.4730;0.1567;211.4916;14.4916;7.3562;0.1024
5635;117.0000;163.6605;46.6605;39.8807;0.4842;2.2124;35.263;-1818.805054;532.642517;190.445908;0.698658;-0.188180;0.544111;-0.424744;92.9039;-24.0961;-20.5950;-0.3327;274.7921;157.7921;134.8650;1.2318;165.9818;48.9818;41.8648;0.5045;129.5414;12.5414;10.7192;0.1469
5652;62.0000;82.8888;20.8888;33.6917;0.4189;2.2686;37.644;-1817.104614;602.310730;-24.868469;0.655380;-0.230628;0.544447;-0.469963;123.0618;61.0618;98.4867;0.9890;224.6874;162.6874;262.3990;1.8576;125.0254;63.0254;101.6539;1.0119;76.5173;14.5173;23.4150;0.3035
5669;25.0000;30.1290;5.1290;20.5161;0.2692;2.3416;40.114;-1819.870972;676.617554;-229.803131;0.603965;-0.272250;0.532418;-0.526913;26.7130;1.7130;6.8521;0.0956;178.3507;153.3507;613.4029;2.8347;89.2039;64.2039;256.8154;1.8352;34.1733;9.1733;36.6930;0.4509
5686;8.0000;8.6059;0.6059;7.5742;0.1053;2.4199;42.428;-1823.083740;751.403198;-413.845184;0.554008;-0.340030;0.501920;-0.570554;7.6186;-0.3814;-4.7679;-0.0705;136.4249;128.4249;1605.3114;4.0920;59.6010;51.6010;645.0122;2.8973;13.4132;5.4132;67.6654;0.7456
5703;4.0000;3.0692;-0.9308;-23.2707;-0.3821;2.4959;44.810;-1814.317871;809.618896;-579.298584;0.495849;-0.396769;0.467875;-0.614655;5.2118;1.2118;30.2961;0.3818;102.3168;98.3168;2457.9211;4.6769;37.8296;33.8296;845.7399;3.2414;5.7656;1.7656;44.1403;0.5275
5722;3.0000;2.0122;-0.9878;-32.9256;-0.5762;2.5934;46.734;-1830.253052;923.548950;-757.512207;0.413757;-0.480261;0.397742;-0.663292;4.6253;1.6253;54.1756;0.6246;75.4144;72.4144;2413.8149;4.6518;23.4311;20.4311;681.0383;2.9654;3.4789;0.4789;15.9643;0.2137
5756;2.7000;1.6625;-1.0375;-38.4261;-0.6996;2.7451;47.739;-1914.161499;1173.958984;-959.809753;0.274456;-0.549436;0.316070;-0.723114;3.1421;0.4421;16.3736;0.2188;59.0384;56.3384;2086.6077;4.4506;14.1725;11.4725;424.9069;2.3921;3.1191;0.4191;15.5214;0.2082
5773;2.0000;1.6591;-0.3409;-17.0460;-0.2696;2.7921;47.283;-1968.337280;1307.708984;-994.167969;0.200201;-0.583305;0.262005;-0.742313;3.2002;1.2002;60.0109;0.6782;59.0445;57.0445;2852.2234;4.8837;12.9620;10.9620;548.0995;2.6962;2.9740;0.9740;48.6998;0.5724
5790;2.4000;1.7170;-0.6830;-28.4566;-0.4831;2.7967;46.058;-2018.856567;1428.749512;-961.583374;0.155151;-0.648747;0.180115;-0.722921;3.6705;1.2705;52.9360;0.6129;62.0944;59.6944;2487.2686;4.6934;14.1518;11.7518;489.6583;2.5599;2.9422;0.5422;22.5899;0.2938
5807;3.6000;2.3580;-1.2420;-34.4989;-0.6104;2.7539;44.387;-2047.362183;1516.772705;-873.490173;0.094913;-0.705119;0.128382;-0.690881;7.9217;4.3217;120.0470;1.1378;70.6037;67.0037;1861.2128;4.2937;19.6683;16.0683;446.3430;2.4498;4.7253;1.1253;31.2586;0.3924
5824;9.0000;5.5746;-3.4254;-38.0603;-0.6911;2.7108;42.263;-2085.143311;1580.190796;-766.436523;0.073992;-0.732871;0.082550;-0.671275;5.7937;-3.2063;-35.6258;-0.6354;87.3183;78.3183;870.2033;3.2783;31.5226;22.5226;250.2509;1.8084;9.6283;0.6283;6.9808;0.0974
5841;23.0000;14.9772;-8.0228;-34.8816;-0.6189;2.7043;40.376;-2139.576904;1642.161011;-688.442444;0.051238;-0.753233;0.043502;-0.654310;34.4820;11.4820;49.9218;0.5842;102.1799;79.1799;344.2606;2.1514;44.1022;21.1022;91.7487;0.9392;19.0133;-3.9867;-17.3336;-0.2746
5858;54.0000;37.1192;-16.8808;-31.2608;-0.5408;2.7249;38.092;-2223.963379;1692.896118;-608.554688;0.034454;-0.756963;0.010850;-0.652459;65.0211;11.0211;20.4094;0.2679;125.7776;71.7776;132.9216;1.2198;65.3768;11.3768;21.0681;0.2758;40.3114;-13.6886;-25.3493;-0.4218
5875;97.0000;86.8336;-10.1664;-10.4809;-0.1597;2.7654;35.178;-2338.855225;1735.432617;-509.226562;0.032700;-0.742061;-0.018475;-0.669280;82.2168;-14.7832;-15.2404;-0.2386;163.7491;66.7491;68.8135;0.7554;109.0766;12.0766;12.4501;0.1693;76.3915;-20.6085;-21.2459;-0.3446
5892;137.0000;138.6147;1.6147;1.1786;0.0169;2.7878;32.938;-2417.653320;1780.762573;-418.784851;0.008409;-0.752317;-0.041708;-0.657426;101.4084;-35.5916;-25.9793;-0.4340;186.6972;49.6972;36.2754;0.4465;147.1092;10.1092;7.3790;0.1027;114.5774;-22.4226;-16.3669;-0.2579
5909;197.0000;204.7904;7.7904;3.9545;0.0560;2.7604;30.698;-2449.603760;1808.524902;-301.465729;-0.014482;-0.747613;-0.058305;-0.661412;357.5865;160.5865;81.5160;0.8601;223.0450;26.0450;13.2208;0.1791;196.9799;-0.0201;-0.0102;-0.0001;181.6331;-15.3669;-7.8005;-0.1172
5926;237.0000;273.4109;36.4109;15.3632;0.2062;2.7124;28.745;-2452.734131;1855.900879;-178.529694;-0.037825;-0.752190;-0.047684;-0.656130;215.1938;-21.8062;-9.2009;-0.1393;258.2439;21.2439;8.9637;0.1238;242.1463;5.1463;2.1714;0.0310;220.6360;-16.3640;-6.9046;-0.1032
5943;297.0000;354.8866;57.8866;19.4904;0.2569;2.6809;26.846;-2465.742432;1919.168579;-54.950451;-0.057362;-0.732953;-0.077186;-0.673448;293.7899;-3.2101;-1.0808;-0.0157;300.8688;3.8688;1.3026;0.0187;292.2597;-4.7403;-1.5960;-0.0232;274.9464;-22.0536;-7.4255;-0.1113
5960;337.0000;434.4003;97.4003;28.9022;0.3663;2.6517;24.860;-2477.893066;1952.932617;66.360802;-0.062442;-0.728845;-0.088402;-0.676070;322.8340;-14.1660;-4.2036;-0.0620;335.6366;-1.3634;-0.4046;-0.0058;335.9488;-1.0512;-0.3119;-0.0045;321.2715;-15.7285;-4.6672;-0.0690
5969;337.0000;474.3916;137.3916;40.7690;0.4933;2.6205;23.699;-2469.917236;1964.905151;141.732468;-0.062495;-0.729633;-0.108992;-0.672198;369.2935;32.2935;9.5826;0.1320;355.6096;18.6096;5.5221;0.0775;361.6250;24.6250;7.3071;0.1017;347.8145;10.8145;3.2090;0.0456
5971;337.0000;480.0630;143.0630;42.4519;0.5105;2.6134;23.425;-2468.009033;1967.111450;159.294815;-0.062990;-0.735402;-0.112392;-0.665270;401.9097;64.9097;19.2610;0.2541;357.5870;20.5870;6.1089;0.0855;364.9220;27.9220;8.2855;0.1148;351.6472;14.6472;4.3463;0.0614
5977;397.0000;507.7279;110.7279;27.8911;0.3549;2.5863;22.624;-2455.984863;1972.147949;212.728180;-0.061752;-0.739907;-0.118933;-0.659226;430.8411;33.8411;8.5242;0.1180;371.5529;-25.4471;-6.4099;-0.0956;382.8582;-14.1418;-3.5622;-0.0523;370.9481;-26.0519;-6.5622;-0.0979
