meter_frame;measured_lux;calculated_lux;delta_lux;error_pct;error_stops;dist_to_fix_m;gamma_fix_deg;meter_tx;meter_ty;meter_tz;meter_qx;meter_qy;meter_qz;meter_qw;calculated_lux_ff;delta_lux_ff;error_pct_ff;error_stops_ff;calculated_lux_kern_10deg;delta_lux_kern_10deg;error_pct_kern_10deg;error_stops_kern_10deg;calculated_lux_kern_5deg;delta_lux_kern_5deg;error_pct_kern_5deg;error_stops_kern_5deg;calculated_lux_revf;delta_lux_revf;error_pct_revf;error_stops_revf
2429;3197.0000;4230.2612;1033.2612;32.3197;0.4040;1.0431;4.947;-1069.892334;1598.972778;1037.961914;-0.027367;-0.784963;0.042121;-0.617503;3201.6521;4.6521;0.1455;0.0021;3022.6753;-174.3247;-5.4528;-0.0809;3128.5962;-68.4038;-2.1396;-0.0312;3123.3132;-73.6868;-2.3049;-0.0336
2440;3397.0000;4408.9277;1011.9277;29.7889;0.3762;1.0201;5.154;-1046.424194;1599.785400;1047.455200;-0.030728;-0.793969;0.031355;-0.606371;3285.2334;-111.7666;-3.2902;-0.0483;3145.7822;-251.2178;-7.3953;-0.1108;3258.3027;-138.6973;-4.0829;-0.0601;3245.6567;-151.3433;-4.4552;-0.0658
2448;3397.0000;4561.6284;1164.6284;34.2840;0.4253;1.0001;5.257;-1026.253418;1599.968994;1049.361084;-0.030186;-0.801368;0.039796;-0.596082;3389.9160;-7.0840;-0.2085;-0.0030;3253.2219;-143.7781;-4.2325;-0.0624;3370.5359;-26.4641;-0.7790;-0.0113;3355.5234;-41.4766;-1.2210;-0.0177
2484;3597.0000;4930.9297;1333.9297;37.0845;0.4551;0.9529;5.072;-979.694153;1596.519409;1037.158691;-0.018435;-0.816886;0.057577;-0.573623;3675.2197;78.2197;2.1746;0.0310;3522.0500;-74.9500;-2.0837;-0.0304;3646.4438;49.4438;1.3746;0.0197;3636.5566;39.5566;1.0997;0.0158
2487;3597.0000;4935.6011;1338.6011;37.2144;0.4564;0.9517;5.094;-978.451904;1596.758423;1037.563110;-0.021112;-0.818470;0.055318;-0.571490;3676.8137;79.8137;2.2189;0.0317;3525.1299;-71.8701;-1.9981;-0.0291;3649.8101;52.8101;1.4682;0.0210;3639.3999;42.3999;1.1788;0.0169
2560;3397.0000;4728.5234;1331.5234;39.1970;0.4771;0.9953;6.841;-1020.400818;1630.207031;1025.457886;-0.026059;-0.755073;0.019168;-0.654842;3446.5740;49.5740;1.4593;0.0209;3368.5569;-28.4431;-0.8373;-0.0121;3492.4905;95.4905;2.8110;0.0400;3478.0667;81.0667;2.3864;0.0340
2594;3397.0000;4627.9985;1230.9985;36.2378;0.4461;1.0084;7.062;-1032.278931;1631.928467;1054.131104;-0.011900;-0.753552;0.016403;-0.657076;3368.7275;-28.2725;-0.8323;-0.0121;3277.6824;-119.3176;-3.5124;-0.0516;3405.7200;8.7200;0.2567;0.0037;3398.1519;1.1519;0.0339;0.0005
2600;3397.0000;4642.6943;1245.6943;36.6704;0.4507;1.0074;7.168;-1030.764526;1631.290283;1063.240356;-0.011342;-0.755483;0.015504;-0.654886;3382.5037;-14.4963;-0.4267;-0.0062;3280.0449;-116.9551;-3.4429;-0.0505;3411.1572;14.1572;0.4168;0.0060;3406.2905;9.2905;0.2735;0.0039
2628;3597.0000;4832.2241;1235.2241;34.3404;0.4259;0.9915;8.271;-1011.242798;1630.732300;1104.496094;-0.006234;-0.762728;0.015168;-0.646512;3437.8601;-159.1399;-4.4242;-0.0653;3357.3953;-239.6047;-6.6612;-0.0995;3512.6672;-84.3328;-2.3445;-0.0342;3543.1033;-53.8967;-1.4984;-0.0218
2638;3597.0000;4989.5654;1392.5654;38.7146;0.4721;0.9772;8.991;-994.719910;1628.998779;1123.942261;-0.006531;-0.770747;0.014597;-0.636940;3612.5486;15.5486;0.4323;0.0062;3432.1428;-164.8572;-4.5832;-0.0677;3605.4626;8.4626;0.2353;0.0034;3686.5398;89.5398;2.4893;0.0355
2677;3397.0000;4864.0283;1467.0283;43.1860;0.5179;0.9852;14.277;-980.934509;1623.109741;1241.382324;-0.017734;-0.798401;0.007639;-0.601816;3491.8562;94.8562;2.7924;0.0397;3138.4089;-258.5911;-7.6123;-0.1142;3398.7190;1.7190;0.0506;0.0007;3430.3418;33.3418;0.9815;0.0141
2694;3197.0000;4401.6289;1204.6289;37.6800;0.4613;1.0157;17.158;-995.402039;1631.819336;1299.993164;-0.016621;-0.817374;0.016523;-0.575631;3193.6099;-3.3901;-0.1060;-0.0015;2783.5732;-413.4268;-12.9317;-0.1998;3042.1558;-154.8442;-4.8434;-0.0716;3297.8040;100.8040;3.1531;0.0448
2712;2997.0000;4026.8691;1029.8691;34.3633;0.4261;1.0341;19.473;-999.189941;1643.652100;1343.997192;-0.008335;-0.827842;0.012264;-0.560766;3012.0603;15.0603;0.5025;0.0072;2535.4124;-461.5876;-15.4017;-0.2413;2767.2485;-229.7515;-7.6660;-0.1151;3031.3713;34.3713;1.1469;0.0165
2753;2997.0000;4027.6511;1030.6511;34.3894;0.4264;0.9709;22.570;-920.386536;1653.257568;1369.386353;0.015311;-0.845677;-0.004276;-0.533458;3065.3853;68.3853;2.2818;0.0325;2612.9836;-384.0164;-12.8134;-0.1978;2786.3206;-210.6794;-7.0297;-0.1052;2905.6992;-91.3008;-3.0464;-0.0446
2794;3597.0000;4911.0659;1314.0659;36.5323;0.4492;0.9478;18.029;-926.804932;1641.358398;1288.152222;0.016061;-0.845285;0.012160;-0.533936;3540.9863;-56.0137;-1.5572;-0.0226;3115.6587;-481.3413;-13.3817;-0.2073;3401.3354;-195.6646;-5.4397;-0.0807;3723.3232;126.3232;3.5119;0.0498
2800;3597.0000;4945.1968;1348.1968;37.4811;0.4592;0.9559;16.609;-942.092468;1639.512329;1266.744507;0.013412;-0.843254;0.012848;-0.537194;3528.0981;-68.9019;-1.9155;-0.0279;3158.5283;-438.4717;-12.1899;-0.1875;3440.7292;-156.2708;-4.3445;-0.0641;3659.4810;62.4810;1.7370;0.0248
2813;3597.0000;4886.2471;1289.2471;35.8423;0.4419;0.9765;13.768;-975.599792;1635.515015;1222.275757;0.008780;-0.835579;0.012204;-0.549165;3634.2537;37.2537;1.0357;0.0149;3184.4065;-412.5935;-11.4705;-0.1758;3433.0806;-163.9194;-4.5571;-0.0673;3462.8313;-134.1687;-3.7300;-0.0548
2819;3597.0000;4848.8989;1251.8989;34.8040;0.4309;0.9836;12.630;-987.339661;1632.656860;1203.527710;0.009591;-0.831712;0.015257;-0.554915;3593.5002;-3.4998;-0.0973;-0.0014;3190.5771;-406.4229;-11.2989;-0.1730;3420.7676;-176.2324;-4.8994;-0.0725;3519.6482;-77.3518;-2.1505;-0.0314
2826;3597.0000;4830.0459;1233.0459;34.2798;0.4252;0.9874;11.451;-995.665222;1629.460205;1182.451172;0.015226;-0.825211;0.021462;-0.564211;3588.5569;-8.4431;-0.2347;-0.0034;3217.9885;-379.0115;-10.5369;-0.1606;3428.9185;-168.0815;-4.6728;-0.0690;3551.6968;-45.3032;-1.2595;-0.0183
2828;3597.0000;4820.6553;1223.6553;34.0188;0.4224;0.9882;11.153;-997.625488;1629.087769;1176.600952;0.018034;-0.823878;0.021532;-0.566071;3543.0754;-53.9246;-1.4992;-0.0218;3223.3003;-373.6997;-10.3892;-0.1583;3428.8938;-168.1062;-4.6735;-0.0691;3551.5312;-45.4688;-1.2641;-0.0184
2833;3597.0000;4830.3398;1233.3398;34.2880;0.4253;0.9873;10.502;-999.237610;1629.124756;1162.177002;0.020168;-0.818262;0.022329;-0.574058;3569.2458;-27.7542;-0.7716;-0.0112;3257.3530;-339.6470;-9.4425;-0.1431;3451.9365;-145.0635;-4.0329;-0.0594;3579.8909;-17.1091;-0.4757;-0.0069
2835;3597.0000;4835.2417;1238.2417;34.4243;0.4268;0.9866;10.249;-999.523560;1629.119263;1156.327271;0.021318;-0.816399;0.022543;-0.576654;3596.7322;-0.2678;-0.0074;-0.0001;3271.4270;-325.5730;-9.0512;-0.1369;3461.7322;-135.2678;-3.7606;-0.0553;3592.0266;-4.9734;-0.1383;-0.0020
2845;3597.0000;4932.2827;1335.2827;37.1221;0.4555;0.9751;9.232;-991.902466;1629.915405;1128.613037;0.013930;-0.809628;0.014915;-0.586588;3617.4023;20.4023;0.5672;0.0082;3383.4680;-213.5320;-5.9364;-0.0883;3558.5388;-38.4612;-1.0693;-0.0155;3650.3223;53.3223;1.4824;0.0212
2857;3597.0000;5163.9629;1566.9629;43.5630;0.5217;0.9506;8.056;-971.744934;1631.350464;1086.602295;0.010304;-0.795156;0.006003;-0.606288;3735.9805;138.9805;3.8638;0.0547;3604.5703;7.5703;0.2105;0.0030;3764.0229;167.0229;4.6434;0.0655;3779.6135;182.6135;5.0768;0.0714
2870;3997.0000;5406.6865;1409.6865;35.2686;0.4358;0.9252;7.520;-948.695801;1631.813354;1053.574951;-0.000030;-0.792540;0.003842;-0.609807;3990.7410;-6.2590;-0.1566;-0.0023;3814.0107;-182.9893;-4.5782;-0.0676;3967.0955;-29.9045;-0.7482;-0.0108;3963.6970;-33.3030;-0.8332;-0.0121
2877;3997.0000;5470.9688;1473.9688;36.8769;0.4529;0.9174;7.467;-941.414856;1632.769043;1040.361938;-0.002176;-0.795280;0.007476;-0.606192;4062.0657;65.0657;1.6279;0.0233;3870.9885;-126.0115;-3.1527;-0.0462;4021.4685;24.4685;0.6122;0.0088;4013.5166;16.5166;0.4132;0.0059
2883;4197.0000;5514.0059;1317.0059;31.3797;0.3937;0.9141;7.571;-938.269653;1635.038940;1031.569580;-0.003450;-0.791332;0.005443;-0.611353;4137.2388;-59.7612;-1.4239;-0.0207;3905.6609;-291.3391;-6.9416;-0.1038;4054.9187;-142.0813;-3.3853;-0.0497;4044.8315;-152.1685;-3.6256;-0.0533
2925;3397.0000;4731.6328;1334.6328;39.2886;0.4781;0.9971;9.021;-1019.693359;1630.466431;923.953674;-0.011847;-0.739594;0.003140;-0.672941;3434.0630;37.0630;1.0911;0.0157;3264.4788;-132.5212;-3.9011;-0.0574;3417.3672;20.3672;0.5996;0.0086;3480.2734;83.2734;2.4514;0.0349
2938;3397.0000;4596.4023;1199.4023;35.3077;0.4362;1.0143;10.363;-1033.665771;1634.949951;891.944031;-0.001194;-0.718219;0.006768;-0.695784;3467.9355;70.9355;2.0882;0.0298;3137.4121;-259.5879;-7.6417;-0.1147;3301.9050;-95.0950;-2.7994;-0.0410;3405.3877;8.3877;0.2469;0.0036
2968;3597.0000;4862.4736;1265.4736;35.1814;0.4349;0.9790;14.667;-984.939392;1626.596313;804.327820;0.002855;-0.671674;-0.005258;-0.740823;3596.2354;-0.7646;-0.0213;-0.0003;3229.0076;-367.9924;-10.2305;-0.1557;3453.8459;-143.1541;-3.9798;-0.0586;3459.1904;-137.8096;-3.8312;-0.0564
3002;3197.0000;4550.7261;1353.7261;42.3436;0.5094;0.9518;20.953;-929.711365;1638.342407;705.836548;0.011031;-0.611192;0.008315;-0.791362;3216.4792;19.4792;0.6093;0.0088;3116.4966;-80.5034;-2.5181;-0.0368;3285.4448;88.4448;2.7665;0.0394;3318.8345;121.8345;3.8109;0.0540
3019;2597.0000;3680.1816;1083.1816;41.7090;0.5029;0.9818;24.267;-937.794678;1640.499390;639.856140;0.007930;-0.569514;0.010038;-0.821882;2587.7883;-9.2117;-0.3547;-0.0051;2720.8345;123.8345;4.7684;0.0672;2772.7305;175.7305;6.7667;0.0945;2695.2681;98.2681;3.7839;0.0536
3036;1997.0000;2680.6685;683.6685;34.2348;0.4248;1.0194;27.398;-949.643494;1641.617798;572.098755;0.001983;-0.542717;0.010108;-0.839853;2110.6750;113.6750;5.6923;0.0799;2298.9214;301.9214;15.1187;0.2031;2230.1812;233.1812;11.6766;0.1593;2107.5269;110.5269;5.5346;0.0777
3053;1897.0000;2380.4255;483.4255;25.4837;0.3275;1.0374;28.257;-959.121887;1645.598633;550.659546;0.006083;-0.528409;0.006358;-0.848944;1846.0930;-50.9070;-2.6836;-0.0392;2152.6904;255.6904;13.4787;0.1824;2049.3604;152.3604;8.0316;0.1115;1907.1949;10.1949;0.5374;0.0077
3070;2397.0000;2834.5186;437.5186;18.2528;0.2419;1.0321;26.514;-968.434692;1657.609009;586.399170;-0.001229;-0.527654;0.006097;-0.849436;2367.8176;-29.1824;-1.2175;-0.0177;2316.7600;-80.2400;-3.3475;-0.0491;2278.1665;-118.8335;-4.9576;-0.0734;2163.0991;-233.9009;-9.7581;-0.1481
3087;3197.0000;3737.3557;540.3557;16.9020;0.2253;1.0124;22.547;-978.315857;1674.457764;671.182800;-0.001670;-0.555543;-0.004954;-0.831472;3104.3376;-92.6624;-2.8984;-0.0424;2683.6785;-513.3215;-16.0564;-0.2525;2780.3201;-416.6799;-13.0335;-0.2015;2724.7705;-472.2295;-14.7710;-0.2306
3121;1597.0000;5023.5024;3426.5024;214.5587;1.6533;0.9623;13.534;-973.696411;1675.902710;868.277771;0.020472;-0.614809;-0.002709;-0.788405;1927.8062;330.8062;20.7142;0.2716;3398.1409;1801.1409;112.7828;1.0894;3604.4226;2007.4226;125.6996;1.1744;3585.3188;1988.3188;124.5034;1.1667
3185;3197.0000;4470.8516;1273.8516;39.8452;0.4838;1.0154;10.817;-1026.986938;1651.521240;1155.033691;0.019041;-0.670967;0.008244;-0.741196;3271.8909;74.8909;2.3425;0.0334;3023.6838;-173.3162;-5.4212;-0.0804;3200.0300;3.0300;0.0948;0.0014;3300.0205;103.0205;3.2224;0.0458
3191;3597.0000;4707.0225;1110.0225;30.8597;0.3880;0.9934;11.429;-1002.756653;1647.209106;1168.615234;0.015946;-0.687160;0.008940;-0.726276;3566.7014;-30.2986;-0.8423;-0.0122;3156.3687;-440.6313;-12.2500;-0.1885;3353.6226;-243.3774;-6.7661;-0.1011;3461.1702;-135.8298;-3.7762;-0.0555
3209;3997.0000;5396.3384;1399.3384;35.0097;0.4331;0.9330;13.920;-933.310669;1643.045288;1207.770752;-0.002030;-0.750172;0.003279;-0.661231;3895.3435;-101.6565;-2.5433;-0.0372;3528.8240;-468.1760;-11.7132;-0.1797;3800.2520;-196.7480;-4.9224;-0.0728;3808.0674;-188.9326;-4.7269;-0.0699
3242;3597.0000;5235.5352;1638.5352;45.5528;0.5415;0.9364;16.308;-925.365967;1645.023560;1251.959473;-0.006021;-0.800756;0.003550;-0.598950;3667.3865;70.3865;1.9568;0.0280;3363.3965;-233.6035;-6.4944;-0.0969;3656.5325;59.5325;1.6551;0.0237;3842.6863;245.6863;6.8303;0.0953
3259;3197.0000;4577.7808;1380.7808;43.1899;0.5179;0.9916;17.582;-970.753723;1642.144775;1294.992432;-0.016093;-0.809510;0.009610;-0.586806;3308.8384;111.8384;3.4982;0.0496;2906.0681;-290.9319;-9.1002;-0.1377;3172.2073;-24.7927;-0.7755;-0.0112;3451.1248;254.1248;7.9489;0.1103
3276;2697.0000;3861.0491;1164.0491;43.1609;0.5176;1.0503;19.883;-1011.256409;1636.687012;1360.288330;-0.024497;-0.820726;0.017040;-0.570543;2682.2590;-14.7410;-0.5466;-0.0079;2423.0396;-273.9604;-10.1580;-0.1545;2645.6833;-51.3167;-1.9027;-0.0277;2892.1418;195.1418;7.2355;0.1008
3293;2397.0000;3342.1677;945.1677;39.4313;0.4796;1.0751;22.422;-1015.517517;1628.335083;1418.863525;-0.023190;-0.841837;0.024300;-0.538685;2391.1924;-5.8076;-0.2423;-0.0035;2114.9727;-282.0273;-11.7658;-0.1806;2274.2546;-122.7454;-5.1208;-0.0758;2403.9207;6.9207;0.2887;0.0042
3310;1797.0000;2797.2009;1000.2009;55.6595;0.6384;1.0661;25.862;-979.432007;1628.830444;1475.162354;-0.017611;-0.853746;0.021377;-0.519952;1869.6552;72.6552;4.0431;0.0572;1880.9933;83.9933;4.6741;0.0659;1898.0840;101.0840;5.6252;0.0790;2080.2327;283.2327;15.7614;0.2112
3327;1397.0000;2045.3188;648.3188;46.4079;0.5500;1.0426;29.665;-924.643982;1628.223022;1526.829712;-0.002281;-0.876091;0.013735;-0.481945;1409.6477;12.6477;0.9053;0.0130;1641.8599;244.8599;17.5275;0.2330;1453.8829;56.8829;4.0718;0.0576;1552.3115;155.3115;11.1175;0.1521
3344;997.0000;1526.4438;529.4438;53.1037;0.6145;1.0336;32.024;-893.856628;1622.186646;1560.336060;0.010573;-0.893049;0.015321;-0.449575;1101.4580;104.4580;10.4772;0.1437;1459.9327;462.9327;46.4326;0.5502;1153.2238;156.2238;15.6694;0.2100;1156.1003;159.1003;15.9579;0.2136
3378;1197.0000;1572.1552;375.1552;31.3413;0.3933;1.0781;31.276;-935.556885;1549.715088;1582.287720;0.071481;-0.891265;0.032786;-0.446612;1662.7220;465.7220;38.9074;0.4741;1320.2865;123.2865;10.2996;0.1414;1079.7212;-117.2788;-9.7977;-0.1488;1222.1130;25.1130;2.0980;0.0300
3429;1397.0000;1800.6646;403.6646;28.8951;0.3662;1.2054;28.143;-1071.638428;1411.266846;1587.456055;0.163590;-0.865408;0.017733;-0.473280;1345.8669;-51.1331;-3.6602;-0.0538;1232.3633;-164.6367;-11.7850;-0.1809;1165.0927;-231.9073;-16.6004;-0.2619;1340.9468;-56.0532;-4.0124;-0.0591
3434;1397.0000;1851.7815;454.7815;32.5541;0.4066;1.2112;27.723;-1080.355835;1390.010132;1578.430176;0.169775;-0.860677;0.016421;-0.479731;1340.5173;-56.4827;-4.0431;-0.0595;1253.6545;-143.3455;-10.2609;-0.1562;1205.0052;-191.9948;-13.7434;-0.2133;1381.4178;-15.5822;-1.1154;-0.0162
3436;1397.0000;1876.7104;479.7104;34.3386;0.4259;1.2132;27.527;-1083.819336;1380.330688;1573.545410;0.173489;-0.858877;0.016701;-0.481615;1361.8009;-35.1991;-2.5196;-0.0368;1264.9045;-132.0955;-9.4557;-0.1433;1225.1921;-171.8079;-12.2983;-0.1893;1399.4604;2.4604;0.1761;0.0025
3438;1397.0000;1901.5117;504.5117;36.1139;0.4448;1.2151;27.334;-1087.085815;1370.690674;1568.432007;0.176659;-0.857103;0.017551;-0.483589;1382.3593;-14.6407;-1.0480;-0.0152;1276.3102;-120.6898;-8.6392;-0.1304;1245.4950;-151.5050;-10.8450;-0.1656;1417.3593;20.3593;1.4574;0.0209
3449;1597.0000;2085.5569;488.5569;30.5922;0.3851;1.2225;26.181;-1103.650146;1317.189331;1532.810181;0.188731;-0.844368;0.021360;-0.500966;1507.3136;-89.6864;-5.6159;-0.0834;1352.0730;-244.9270;-15.3367;-0.2402;1375.1201;-221.8799;-13.8935;-0.2158;1532.6013;-64.3987;-4.0325;-0.0594
3466;1797.0000;2417.7847;620.7847;34.5456;0.4281;1.2337;23.525;-1137.287964;1246.041260;1447.045288;0.220999;-0.826049;0.039651;-0.516942;1713.7267;-83.2733;-4.6340;-0.0685;1516.3564;-280.6436;-15.6173;-0.2450;1641.4438;-155.5562;-8.6564;-0.1306;1713.0995;-83.9005;-4.6689;-0.0690
3476;1797.0000;2587.8247;790.8247;44.0081;0.5261;1.2440;21.658;-1162.888062;1222.879517;1391.611694;0.233214;-0.818834;0.040818;-0.522931;1782.2952;-14.7048;-0.8183;-0.0119;1608.3971;-188.6029;-10.4954;-0.1600;1768.2856;-28.7144;-1.5979;-0.0232;1839.4568;42.4568;2.3626;0.0337
3482;1897.0000;2619.6250;722.6250;38.0930;0.4656;1.2552;20.535;-1182.490479;1207.149658;1354.782593;0.242081;-0.819931;0.049732;-0.516368;1977.7887;80.7887;4.2588;0.0602;1635.8073;-261.1927;-13.7687;-0.2137;1800.9761;-96.0239;-5.0619;-0.0749;1910.1984;13.1984;0.6957;0.0100
3497;1897.0000;2664.6853;767.6853;40.4684;0.4902;1.2850;17.776;-1232.412964;1183.023560;1258.799438;0.243215;-0.803902;0.061451;-0.539269;1907.2148;10.2148;0.5385;0.0077;1695.8593;-201.1407;-10.6031;-0.1617;1849.4675;-47.5325;-2.5057;-0.0366;1960.1559;63.1559;3.3293;0.0472
3532;1797.0000;2356.8022;559.8022;31.1520;0.3912;1.4090;11.355;-1397.250977;1219.618652;1051.489380;0.221922;-0.766588;0.057499;-0.599823;1787.3378;-9.6622;-0.5377;-0.0078;1587.9390;-209.0610;-11.6339;-0.1784;1673.3920;-123.6080;-6.8786;-0.1028;1746.6774;-50.3226;-2.8004;-0.0410
3567;1697.0000;2298.9089;601.9089;35.4690;0.4380;1.4411;11.115;-1438.709961;1298.766479;840.414490;0.191183;-0.683120;0.052916;-0.702849;1711.4858;14.4858;0.8536;0.0123;1537.9565;-159.0435;-9.3720;-0.1420;1628.8545;-68.1455;-4.0156;-0.0591;1708.9546;11.9546;0.7045;0.0101
3584;1597.0000;2239.6052;642.6052;40.2383;0.4879;1.4561;12.898;-1448.461914;1349.835205;746.255371;0.166278;-0.660290;0.066213;-0.729373;1527.9380;-69.0620;-4.3245;-0.0638;1474.0613;-122.9387;-7.6981;-0.1156;1575.8212;-21.1788;-1.3262;-0.0193;1627.1045;30.1045;1.8851;0.0269
3601;1497.0000;2068.8799;571.8799;38.2017;0.4668;1.5056;14.894;-1488.599854;1404.234375;661.554199;0.137972;-0.626827;0.037354;-0.765935;1683.7578;186.7578;12.4755;0.1696;1340.4740;-156.5260;-10.4560;-0.1593;1444.2441;-52.7559;-3.5241;-0.0518;1478.8610;-18.1390;-1.2117;-0.0176
3618;1397.0000;1932.0903;535.0903;38.3028;0.4678;1.5448;16.328;-1519.618164;1458.224731;605.975525;0.109601;-0.596462;0.013040;-0.795016;1398.9360;1.9360;0.1386;0.0020;1240.0444;-156.9556;-11.2352;-0.1719;1339.6161;-57.3839;-4.1077;-0.0605;1398.2483;1.2483;0.0894;0.0013
3652;1497.0000;1954.3245;457.3245;30.5494;0.3846;1.5146;17.967;-1482.375854;1553.038086;574.438843;0.054854;-0.606905;-0.026378;-0.792441;1495.8928;-1.1072;-0.0740;-0.0011;1262.7029;-234.2971;-15.6511;-0.2456;1358.4730;-138.5270;-9.2536;-0.1401;1472.2590;-24.7410;-1.6527;-0.0240
3668;1597.0000;2027.3823;430.3823;26.9494;0.3443;1.4899;17.588;-1462.265259;1574.962769;594.362671;0.041634;-0.625400;-0.036259;-0.778349;1583.2206;-13.7794;-0.8628;-0.0125;1315.4854;-281.5146;-17.6277;-0.2798;1414.8260;-182.1740;-11.4073;-0.1747;1514.1993;-82.8007;-5.1848;-0.0768
3754;1697.0000;2168.5308;471.5308;27.7861;0.3537;1.4441;7.308;-1467.029663;1677.078369;1020.010193;0.003808;-0.748121;-0.123229;-0.652009;1614.4728;-82.5272;-4.8631;-0.0719;1537.2499;-159.7501;-9.4137;-0.1426;1595.5874;-101.4126;-5.9760;-0.0889;1591.2673;-105.7327;-6.2306;-0.0928
3841;1497.0000;2030.5007;533.5007;35.6380;0.4398;1.3928;20.906;-1323.337036;1685.790405;1494.713013;-0.009648;-0.840112;-0.117313;-0.529487;1480.3855;-16.6145;-1.1099;-0.0161;1290.1481;-206.8519;-13.8178;-0.2145;1398.9308;-98.0692;-6.5510;-0.0977;1483.6262;-13.3738;-0.8934;-0.0129
3858;1197.0000;1725.5432;528.5432;44.1557;0.5276;1.3578;25.130;-1249.303833;1688.531372;1577.714111;-0.000425;-0.862586;-0.114715;-0.492733;1321.0953;124.0953;10.3672;0.1423;1163.1666;-33.8334;-2.8265;-0.0414;1187.1273;-9.8727;-0.8248;-0.0119;1276.7019;79.7019;6.6585;0.0930
3875;837.0000;1238.8108;401.8108;48.0061;0.5657;1.3516;29.135;-1198.370605;1688.241211;1662.511963;-0.007909;-0.877774;-0.101103;-0.468219;920.7863;83.7863;10.0103;0.1376;988.2377;151.2377;18.0690;0.2396;891.7684;54.7684;6.5434;0.0914;932.8533;95.8533;11.4520;0.1564
3892;557.0000;862.1544;305.1544;54.7853;0.6303;1.3790;31.795;-1187.037598;1669.605957;1737.987915;-0.004150;-0.894233;-0.084629;-0.439508;692.2477;135.2477;24.2815;0.3136;819.4687;262.4687;47.1218;0.5570;656.7899;99.7899;17.9156;0.2378;664.1935;107.1935;19.2448;0.2539
3909;317.0000;562.7224;245.7224;77.5149;0.8279;1.4188;33.862;-1190.199463;1641.876587;1809.049927;0.004324;-0.915415;-0.069026;-0.396525;391.6577;74.6577;23.5513;0.3051;673.9686;356.9686;112.6084;1.0882;472.6924;155.6924;49.1143;0.5764;441.9211;124.9211;39.4073;0.4793
3926;197.0000;342.4329;145.4329;73.8238;0.7976;1.4343;36.144;-1167.243286;1606.450195;1869.858643;0.032495;-0.915898;-0.050867;-0.396846;166.5448;-30.4552;-15.4595;-0.2423;566.9064;369.9064;187.7697;1.5249;332.2694;135.2694;68.6647;0.7542;249.3333;52.3333;26.5651;0.3399
3943;127.0000;234.8924;107.8924;84.9547;0.8872;1.4168;37.706;-1127.275513;1555.590454;1894.087891;0.054946;-0.909753;-0.031073;-0.410323;265.2239;138.2239;108.8377;1.0624;520.2994;393.2994;309.6845;2.0345;277.0533;150.0533;118.1522;1.1253;176.5750;49.5750;39.0354;0.4755
3959;117.0000;194.0223;77.0223;65.8310;0.7297;1.3990;38.435;-1099.846191;1499.784546;1897.793091;0.104432;-0.909786;-0.019252;-0.401264;193.9313;76.9313;65.7533;0.7290;500.8146;383.8146;328.0467;2.0978;262.3986;145.3986;124.2723;1.1653;153.4346;36.4346;31.1406;0.3911
3994;127.0000;217.8966;90.8966;71.5721;0.7788;1.4343;37.907;-1130.335693;1362.407837;1898.409790;0.228911;-0.865547;0.016998;-0.445129;279.4180;152.4180;120.0142;1.1376;501.4566;374.4566;294.8477;1.9813;271.1482;144.1482;113.5025;1.0943;165.8425;38.8425;30.5846;0.3850
4011;177.0000;280.5437;103.5437;58.4993;0.6645;1.4738;36.815;-1175.956055;1285.300781;1885.783569;0.301747;-0.814216;0.071397;-0.490820;133.2876;-43.7124;-24.6963;-0.4092;509.4835;332.4835;187.8438;1.5253;290.4670;113.4670;64.1056;0.7146;202.1458;25.1458;14.2067;0.1916
4027;257.0000;383.6124;126.6124;49.2655;0.5779;1.5141;35.283;-1230.356445;1225.267578;1861.187988;0.336186;-0.786293;0.111462;-0.506260;229.4470;-27.5530;-10.7210;-0.1636;531.6758;274.6758;106.8778;1.0488;325.6879;68.6879;26.7268;0.3417;284.2727;27.2727;10.6120;0.1455
4044;397.0000;520.2436;123.2436;31.0437;0.3900;1.5320;33.588;-1269.585205;1163.520508;1810.218628;0.370390;-0.758690;0.157783;-0.512157;368.6133;-28.3867;-7.1503;-0.1070;576.9516;179.9516;45.3279;0.5393;383.0149;-13.9851;-3.5227;-0.0517;392.0631;-4.9369;-1.2435;-0.0181
4061;697.0000;801.2603;104.2603;14.9584;0.2011;1.5380;30.904;-1313.191162;1103.059326;1717.308228;0.373053;-0.729368;0.195395;-0.539142;603.1017;-93.8983;-13.4718;-0.2088;668.9263;-28.0737;-4.0278;-0.0593;513.9343;-183.0657;-26.2648;-0.4396;612.0473;-84.9527;-12.1883;-0.1875
4078;997.0000;1208.9247;211.9247;21.2562;0.2781;1.5503;26.782;-1379.572021;1060.040405;1580.889771;0.380341;-0.709815;0.212016;-0.553672;870.4633;-126.5367;-12.6917;-0.1958;833.3818;-163.6182;-16.4110;-0.2586;817.0584;-179.9416;-18.0483;-0.2872;888.8624;-108.1376;-10.8463;-0.1656
4091;997.0000;1485.5592;488.5592;49.0029;0.5753;1.5679;23.425;-1436.707642;1045.140259;1469.026855;0.373527;-0.699760;0.227138;-0.564997;1038.9736;41.9736;4.2100;0.0595;953.5242;-43.4758;-4.3607;-0.0643;1031.8555;34.8555;3.4960;0.0496;1045.6661;48.6661;4.8813;0.0688
